source_workbook,release_year,table,jurisdiction,year,fuel_type,vehicles
93090do001_2019.xls,2019,Table 5,VIC,2018,petrol_unleaded,3653724.0
93090do001_2019.xls,2019,Table 5,VIC,2018,total,4923032.0
93090do001_2020.xls,2020,Table 5,VIC,2019,diesel,1109631.0
93090do001_2020.xls,2020,Table 5,VIC,2019,other,151414.0
93090do001_2020.xls,2020,Table 5,VIC,2019,petrol_leaded,72559.0
93090do001_2020.xls,2020,Table 5,VIC,2019,petrol_total,3769861.0
93090do001_2020.xls,2020,Table 5,VIC,2019,petrol_unleaded,3697302.0
93090do001_2020.xls,2020,Table 5,VIC,2019,total,5030906.0
93090do001_2021.xls,2021,Table 5,VIC,2020,diesel,1178911.0
93090do001_2021.xls,2021,Table 5,VIC,2020,other,141982.0
93090do001_2021.xls,2021,Table 5,VIC,2020,petrol_leaded,68372.0
93090do001_2021.xls,2021,Table 5,VIC,2020,petrol_total,3798667.0
93090do001_2021.xls,2021,Table 5,VIC,2020,petrol_unleaded,3730295.0
93090do001_2021.xls,2021,Table 5,VIC,2020,total,5119560.0
93090do001_2021.xls,2021,Table 5,VIC,2021,diesel,1228562.0
93090do001_2021.xls,2021,Table 5,VIC,2021,other,135298.0
93090do001_2021.xls,2021,Table 5,VIC,2021,petrol_leaded,65921.0
93090do001_2021.xls,2021,Table 5,VIC,2021,petrol_total,3793312.0
93090do001_2021.xls,2021,Table 5,VIC,2021,petrol_unleaded,3727391.0
93090do001_2021.xls,2021,Table 5,VIC,2021,total,5157172.0
93090DO001_31201501.xls,2015,Table 5,WA,2010,diesel,339103.0
93090DO001_31201501.xls,2015,Table 5,WA,2010,other,64703.0
93090DO001_31201501.xls,2015,Table 5,WA,2010,petrol_leaded,89404.0
93090DO001_31201501.xls,2015,Table 5,WA,2010,petrol_total,1466262.0
93090DO001_31201501.xls,2015,Table 5,WA,2010,petrol_unleaded,1376858.0
93090DO001_31201501.xls,2015,Table 5,WA,2010,total,1870068.0
93090do001_2016.xls,2016,Table 5,WA,2011,diesel,364294.0
93090do001_2016.xls,2016,Table 5,WA,2011,other,63133.0
93090do001_2016.xls,2016,Table 5,WA,2011,petrol_leaded,82327.0
93090do001_2016.xls,2016,Table 5,WA,2011,petrol_total,1485312.0
93090do001_2016.xls,2016,Table 5,WA,2011,petrol_unleaded,1402985.0
93090do001_2016.xls,2016,Table 5,WA,2011,total,1912739.0
93090do001_2017.xls,2017,Table 5,WA,2012,diesel,397876.0
93090do001_2017.xls,2017,Table 5,WA,2012,other,60941.0
93090do001_2017.xls,2017,Table 5,WA,2012,petrol_leaded,77429.0
93090do001_2017.xls,2017,Table 5,WA,2012,petrol_total,1518939.0
93090do001_2017.xls,2017,Table 5,WA,2012,petrol_unleaded,1441510.0
93090do001_2017.xls,2017,Table 5,WA,2012,total,1977756.0
93090do001_2018.xls,2018,Table 5,WA,2013,diesel,437878.0
93090do001_2018.xls,2018,Table 5,WA,2013,other,57862.0
93090do001_2018.xls,2018,Table 5,WA,2013,petrol_leaded,73050.0
93090do001_2018.xls,2018,Table 5,WA,2013,petrol_total,1552648.0
93090do001_2018.xls,2018,Table 5,WA,2013,petrol_unleaded,1479598.0
93090do001_2018.xls,2018,Table 5,WA,2013,total,2048388.0
93090do001_2019.xls,2019,Table 5,WA,2014,diesel,482908.0
93090do001_2019.xls,2019,Table 5,WA,2014,other,54913.0
93090do001_2019.xls,2019,Table 5,WA,2014,petrol_leaded,70451.0
93090do001_2019.xls,2019,Table 5,WA,2014,petrol_total,1604486.0
93090do001_2019.xls,2019,Table 5,WA,2014,petrol_unleaded,1534035.0
93090do001_2019.xls,2019,Table 5,WA,2014,total,2142307.0
93090do001_2020.xls,2020,Table 5,WA,2015,diesel,516932.0
93090do001_2020.xls,2020,Table 5,WA,2015,other,50527.0
93090do001_2020.xls,2020,Table 5,WA,2015,petrol_leaded,67478.0
93090do001_2020.xls,2020,Table 5,WA,2015,petrol_total,1617950.0
93090do001_2020.xls,2020,Table 5,WA,2015,petrol_unleaded,1550472.0
93090do001_2020.xls,2020,Table 5,WA,2015,total,2185409.0
93090do001_2021.xls,2021,Table 5,WA,2016,diesel,542932.0
93090do001_2021.xls,2021,Table 5,WA,2016,other,45857.0
93090do001_2021.xls,2021,Table 5,WA,2016,petrol_leaded,64535.0
93090do001_2021.xls,2021,Table 5,WA,2016,petrol_total,1620023.0
93090do001_2021.xls,2021,Table 5,WA,2016,petrol_unleaded,1555488.0
93090do001_2021.xls,2021,Table 5,WA,2016,total,2208812.0
93090do001_2018.xls,2018,Table 5,WA,2017,diesel,566703.0
93090do001_2018.xls,2018,Table 5,WA,2017,other,41417.0
93090do001_2018.xls,2018,Table 5,WA,2017,petrol_leaded,61621.0
93090do001_2018.xls,2018,Table 5,WA,2017,petrol_total,1611171.0
93090do001_2018.xls,2018,Table 5,WA,2017,petrol_unleaded,1549550.0
93090do001_2018.xls,2018,Table 5,WA,2017,total,2219291.0
93090do001_2019.xls,2019,Table 5,WA,2018,diesel,592935.0
93090do001_2019.xls,2019,Table 5,WA,2018,other,37131.0
93090do001_2019.xls,2019,Table 5,WA,2018,petrol_leaded,59059.0
93090do001_2019.xls,2019,Table 5,WA,2018,petrol_total,1601498.0
93090do001_2019.xls,2019,Table 5,WA,2018,petrol_unleaded,1542439.0
93090do001_2019.xls,2019,Table 5,WA,2018,total,2231564.0
93090do001_2020.xls,2020,Table 5,WA,2019,diesel,621296.0
93090do001_2020.xls,2020,Table 5,WA,2019,other,33045.0
93090do001_2020.xls,2020,Table 5,WA,2019,petrol_leaded,56708.0
93090do001_2020.xls,2020,Table 5,WA,2019,petrol_total,1590630.0
93090do001_2020.xls,2020,Table 5,WA,2019,petrol_unleaded,1533922.0
93090do001_2020.xls,2020,Table 5,WA,2019,total,2244971.0
93090do001_2021.xls,2021,Table 5,WA,2020,diesel,651008.0
93090do001_2021.xls,2021,Table 5,WA,2020,other,30527.0
93090do001_2021.xls,2021,Table 5,WA,2020,petrol_leaded,55980.0
93090do001_2021.xls,2021,Table 5,WA,2020,petrol_total,1597224.0
93090do001_2021.xls,2021,Table 5,WA,2020,petrol_unleaded,1541244.0
93090do001_2021.xls,2021,Table 5,WA,2020,total,2278759.0
93090do001_2021.xls,2021,Table 5,WA,2021,diesel,687165.0
93090do001_2021.xls,2021,Table 5,WA,2021,other,28104.0
93090do001_2021.xls,2021,Table 5,WA,2021,petrol_leaded,54658.0
93090do001_2021.xls,2021,Table 5,WA,2021,petrol_total,1599443.0
93090do001_2021.xls,2021,Table 5,WA,2021,petrol_unleaded,1544785.0
93090do001_2021.xls,2021,Table 5,WA,2021,total,2314712.0
