source_workbook,release_year,table,vehicle_type,year,fuel_type,vehicles
93090DO001_31201501.xls,2015,Table 4,Light commercial vehicles,2015,petrol_unleaded,1139868.0
93090DO001_31201501.xls,2015,Table 4,Light commercial vehicles,2015,petrol_total,1221794.0
93090DO001_31201501.xls,2015,Table 4,Light commercial vehicles,2015,diesel,1561423.0
93090DO001_31201501.xls,2015,Table 4,Light commercial vehicles,2015,other,123789.0
93090DO001_31201501.xls,2015,Table 4,Light commercial vehicles,2015,total,2907006.0
93090DO001_31201501.xls,2015,Table 4,Light rigid trucks,2010,petrol_leaded,5294.0
93090DO001_31201501.xls,2015,Table 4,Light rigid trucks,2010,petrol_unleaded,4892.0
93090DO001_31201501.xls,2015,Table 4,Light rigid trucks,2010,petrol_total,10186.0
93090DO001_31201501.xls,2015,Table 4,Light rigid trucks,2010,diesel,103751.0
93090DO001_31201501.xls,2015,Table 4,Light rigid trucks,2010,other,1908.0
93090DO001_31201501.xls,2015,Table 4,Light rigid trucks,2010,total,115845.0
93090DO001_31201501.xls,2015,Table 4,Light rigid trucks,2014,petrol_leaded,3655.0
93090DO001_31201501.xls,2015,Table 4,Light rigid trucks,2014,petrol_unleaded,4955.0
93090DO001_31201501.xls,2015,Table 4,Light rigid trucks,2014,petrol_total,8610.0
93090DO001_31201501.xls,2015,Table 4,Light rigid trucks,2014,diesel,125148.0
93090DO001_31201501.xls,2015,Table 4,Light rigid trucks,2014,other,1900.0
93090DO001_31201501.xls,2015,Table 4,Light rigid trucks,2014,total,135658.0
93090DO001_31201501.xls,2015,Table 4,Light rigid trucks,2015,petrol_leaded,3342.0
93090DO001_31201501.xls,2015,Table 4,Light rigid trucks,2015,petrol_unleaded,4817.0
93090DO001_31201501.xls,2015,Table 4,Light rigid trucks,2015,petrol_total,8159.0
93090DO001_31201501.xls,2015,Table 4,Light rigid trucks,2015,diesel,130634.0
93090DO001_31201501.xls,2015,Table 4,Light rigid trucks,2015,other,1832.0
93090DO001_31201501.xls,2015,Table 4,Light rigid trucks,2015,total,140625.0
93090DO001_31201501.xls,2015,Table 4,Heavy rigid trucks,2010,petrol_leaded,17262.0
93090DO001_31201501.xls,2015,Table 4,Heavy rigid trucks,2010,petrol_unleaded,4333.0
93090DO001_31201501.xls,2015,Table 4,Heavy rigid trucks,2010,petrol_total,21595.0
93090DO001_31201501.xls,2015,Table 4,Heavy rigid trucks,2010,diesel,292259.0
93090DO001_31201501.xls,2015,Table 4,Heavy rigid trucks,2010,other,1579.0
93090DO001_31201501.xls,2015,Table 4,Heavy rigid trucks,2010,total,315433.0
93090DO001_31201501.xls,2015,Table 4,Heavy rigid trucks,2014,petrol_leaded,11864.0
93090DO001_31201501.xls,2015,Table 4,Heavy rigid trucks,2014,petrol_unleaded,3893.0
93090DO001_31201501.xls,2015,Table 4,Heavy rigid trucks,2014,petrol_total,15757.0
93090DO001_31201501.xls,2015,Table 4,Heavy rigid trucks,2014,diesel,312297.0
93090DO001_31201501.xls,2015,Table 4,Heavy rigid trucks,2014,other,1410.0
93090DO001_31201501.xls,2015,Table 4,Heavy rigid trucks,2014,total,329464.0
93090DO001_31201501.xls,2015,Table 4,Heavy rigid trucks,2015,petrol_leaded,10651.0
93090DO001_31201501.xls,2015,Table 4,Heavy rigid trucks,2015,petrol_unleaded,3738.0
93090DO001_31201501.xls,2015,Table 4,Heavy rigid trucks,2015,petrol_total,14389.0
93090DO001_31201501.xls,2015,Table 4,Heavy rigid trucks,2015,diesel,315940.0
93090DO001_31201501.xls,2015,Table 4,Heavy rigid trucks,2015,other,1370.0
93090DO001_31201501.xls,2015,Table 4,Heavy rigid trucks,2015,total,331699.0
93090DO001_31201501.xls,2015,Table 4,Articulated trucks,2010,petrol_leaded,437.0
93090DO001_31201501.xls,2015,Table 4,Articulated trucks,2010,petrol_unleaded,1160.0
93090DO001_31201501.xls,2015,Table 4,Articulated trucks,2010,petrol_total,1597.0
93090DO001_31201501.xls,2015,Table 4,Articulated trucks,2010,diesel,80714.0
93090DO001_31201501.xls,2015,Table 4,Articulated trucks,2010,other,125.0
93090DO001_31201501.xls,2015,Table 4,Articulated trucks,2010,total,82436.0
93090DO001_31201501.xls,2015,Table 4,Articulated trucks,2014,petrol_leaded,294.0
93090DO001_31201501.xls,2015,Table 4,Articulated trucks,2014,petrol_unleaded,968.0
93090DO001_31201501.xls,2015,Table 4,Articulated trucks,2014,petrol_total,1262.0
93090DO001_31201501.xls,2015,Table 4,Articulated trucks,2014,diesel,92435.0
93090DO001_31201501.xls,2015,Table 4,Articulated trucks,2014,other,156.0
93090DO001_31201501.xls,2015,Table 4,Articulated trucks,2014,total,93853.0
93090DO001_31201501.xls,2015,Table 4,Articulated trucks,2015,petrol_leaded,270.0
93090DO001_31201501.xls,2015,Table 4,Articulated trucks,2015,petrol_unleaded,902.0
93090DO001_31201501.xls,2015,Table 4,Articulated trucks,2015,petrol_total,1172.0
93090DO001_31201501.xls,2015,Table 4,Articulated trucks,2015,diesel,93647.0
93090DO001_31201501.xls,2015,Table 4,Articulated trucks,2015,other,156.0
93090DO001_31201501.xls,2015,Table 4,Articulated trucks,2015,total,94975.0
93090DO001_31201501.xls,2015,Table 4,Non-freight carrying vehicles,2010,petrol_leaded,1854.0
93090DO001_31201501.xls,2015,Table 4,Non-freight carrying vehicles,2010,petrol_unleaded,1839.0
93090DO001_31201501.xls,2015,Table 4,Non-freight carrying vehicles,2010,petrol_total,3693.0
93090DO001_31201501.xls,2015,Table 4,Non-freight carrying vehicles,2010,diesel,18273.0
93090DO001_31201501.xls,2015,Table 4,Non-freight carrying vehicles,2010,other,567.0
93090DO001_31201501.xls,2015,Table 4,Non-freight carrying vehicles,2010,total,22533.0
93090DO001_31201501.xls,2015,Table 4,Non-freight carrying vehicles,2014,petrol_leaded,1316.0
93090DO001_31201501.xls,2015,Table 4,Non-freight carrying vehicles,2014,petrol_unleaded,1686.0
93090DO001_31201501.xls,2015,Table 4,Non-freight carrying vehicles,2014,petrol_total,3002.0
93090DO001_31201501.xls,2015,Table 4,Non-freight carrying vehicles,2014,diesel,19680.0
93090DO001_31201501.xls,2015,Table 4,Non-freight carrying vehicles,2014,other,462.0
93090DO001_31201501.xls,2015,Table 4,Non-freight carrying vehicles,2014,total,23144.0
93090DO001_31201501.xls,2015,Table 4,Non-freight carrying vehicles,2015,petrol_leaded,1226.0
93090DO001_31201501.xls,2015,Table 4,Non-freight carrying vehicles,2015,petrol_unleaded,1685.0
93090DO001_31201501.xls,2015,Table 4,Non-freight carrying vehicles,2015,petrol_total,2911.0
93090DO001_31201501.xls,2015,Table 4,Non-freight carrying vehicles,2015,diesel,20007.0
93090DO001_31201501.xls,2015,Table 4,Non-freight carrying vehicles,2015,other,443.0
93090DO001_31201501.xls,2015,Table 4,Non-freight carrying vehicles,2015,total,23361.0
93090DO001_31201501.xls,2015,Table 4,Buses,2010,petrol_leaded,1004.0
93090DO001_31201501.xls,2015,Table 4,Buses,2010,petrol_unleaded,16238.0
93090DO001_31201501.xls,2015,Table 4,Buses,2010,petrol_total,17242.0
93090DO001_31201501.xls,2015,Table 4,Buses,2010,diesel,65399.0
93090DO001_31201501.xls,2015,Table 4,Buses,2010,other,3726.0
93090DO001_31201501.xls,2015,Table 4,Buses,2010,total,86367.0
93090DO001_31201501.xls,2015,Table 4,Buses,2014,petrol_leaded,554.0
93090DO001_31201501.xls,2015,Table 4,Buses,2014,petrol_unleaded,17134.0
93090DO001_31201501.xls,2015,Table 4,Buses,2014,petrol_total,17688.0
93090DO001_31201501.xls,2015,Table 4,Buses,2014,diesel,72292.0
93090DO001_31201501.xls,2015,Table 4,Buses,2014,other,4151.0
93090DO001_31201501.xls,2015,Table 4,Buses,2014,total,94131.0
93090DO001_31201501.xls,2015,Table 4,Buses,2015,petrol_leaded,474.0
93090DO001_31201501.xls,2015,Table 4,Buses,2015,petrol_unleaded,17067.0
93090DO001_31201501.xls,2015,Table 4,Buses,2015,petrol_total,17541.0
93090DO001_31201501.xls,2015,Table 4,Buses,2015,diesel,73528.0
93090DO001_31201501.xls,2015,Table 4,Buses,2015,other,4080.0
93090DO001_31201501.xls,2015,Table 4,Buses,2015,total,95149.0
93090DO001_31201501.xls,2015,Table 4,Motor cycles,2010,petrol_leaded,55450.0
93090DO001_31201501.xls,2015,Table 4,Motor cycles,2010,petrol_unleaded,604522.0
93090DO001_31201501.xls,2015,Table 4,Motor cycles,2010,petrol_total,659972.0
93090DO001_31201501.xls,2015,Table 4,Motor cycles,2010,diesel,2.0
93090DO001_31201501.xls,2015,Table 4,Motor cycles,2010,other,133.0
93090DO001_31201501.xls,2015,Table 4,Motor cycles,2010,total,660107.0
93090DO001_31201501.xls,2015,Table 4,Motor cycles,2014,petrol_leaded,46391.0
93090DO001_31201501.xls,2015,Table 4,Motor cycles,2014,petrol_unleaded,733591.0
93090DO001_31201501.xls,2015,Table 4,Motor cycles,2014,petrol_total,779982.0
93090DO001_31201501.xls,2015,Table 4,Motor cycles,2014,other,192.0
93090DO001_31201501.xls,2015,Table 4,Motor cycles,2014,total,780174.0
93090DO001_31201501.xls,2015,Table 4,Motor cycles,2015,petrol_leaded,45481.0
93090DO001_31201501.xls,2015,Table 4,Motor cycles,2015,petrol_unleaded,761612.0
93090DO001_31201501.xls,2015,Table 4,Motor cycles,2015,petrol_total,807093.0
93090DO001_31201501.xls,2015,Table 4,Motor cycles,2015,other,122.0
93090DO001_31201501.xls,2015,Table 4,Motor cycles,2015,total,807215.0
93090DO001_31201501.xls,2015,Table 4,Total motor vehicles,2010,petrol_leaded,682864.0
93090DO001_31201501.xls,2015,Table 4,Total motor vehicles,2010,petrol_unleaded,12646037.0
93090DO001_31201501.xls,2015,Table 4,Total motor vehicles,2010,petrol_total,13328901.0
93090DO001_31201501.xls,2015,Table 4,Total motor vehicles,2010,diesel,2220662.0
93090DO001_31201501.xls,2015,Table 4,Total motor vehicles,2010,other,511535.0
93090DO001_31201501.xls,2015,Table 4,Total motor vehicles,2010,total,16061098.0
93090DO001_31201501.xls,2015,Table 4,Total motor vehicles,2014,petrol_leaded,453330.0
93090DO001_31201501.xls,2015,Table 4,Total motor vehicles,2014,petrol_unleaded,13436203.0
93090DO001_31201501.xls,2015,Table 4,Total motor vehicles,2014,petrol_total,13889533.0
93090DO001_31201501.xls,2015,Table 4,Total motor vehicles,2014,diesel,3264541.0
93090DO001_31201501.xls,2015,Table 4,Total motor vehicles,2014,other,479419.0
93090DO001_31201501.xls,2015,Table 4,Total motor vehicles,2014,total,17633493.0
93090DO001_31201501.xls,2015,Table 4,Total motor vehicles,2015,petrol_leaded,418010.0
93090DO001_31201501.xls,2015,Table 4,Total motor vehicles,2015,petrol_unleaded,13582710.0
93090DO001_31201501.xls,2015,Table 4,Total motor vehicles,2015,petrol_total,14000720.0
93090DO001_31201501.xls,2015,Table 4,Total motor vehicles,2015,diesel,3555227.0
93090DO001_31201501.xls,2015,Table 4,Total motor vehicles,2015,other,451820.0
93090DO001_31201501.xls,2015,Table 4,Total motor vehicles,2015,total,18007767.0
