source_workbook,release_year,table,vehicle_type,year,jurisdiction,average_age_years
93090do001_2021.xls,2021,Table 3,Heavy rigid trucks,2016,AUS,15.7
93090do001_2021.xls,2021,Table 3,Heavy rigid trucks,2016,NSW,14.6
93090do001_2021.xls,2021,Table 3,Heavy rigid trucks,2016,NT,12.9
93090do001_2021.xls,2021,Table 3,Heavy rigid trucks,2016,QLD,14.5
93090do001_2021.xls,2021,Table 3,Heavy rigid trucks,2016,SA,16.7
93090do001_2021.xls,2021,Table 3,Heavy rigid trucks,2016,TAS,17.8
93090do001_2021.xls,2021,Table 3,Heavy rigid trucks,2016,VIC,16.9
93090do001_2021.xls,2021,Table 3,Heavy rigid trucks,2016,WA,17.1
93090do001_2018.xls,2018,Table 3,Heavy rigid trucks,2017,ACT,11.5
93090do001_2018.xls,2018,Table 3,Heavy rigid trucks,2017,AUS,15.7
93090do001_2018.xls,2018,Table 3,Heavy rigid trucks,2017,NSW,14.5
93090do001_2018.xls,2018,Table 3,Heavy rigid trucks,2017,NT,13.2
93090do001_2018.xls,2018,Table 3,Heavy rigid trucks,2017,QLD,14.7
93090do001_2018.xls,2018,Table 3,Heavy rigid trucks,2017,SA,16.9
93090do001_2018.xls,2018,Table 3,Heavy rigid trucks,2017,TAS,17.9
93090do001_2018.xls,2018,Table 3,Heavy rigid trucks,2017,VIC,16.7
93090do001_2018.xls,2018,Table 3,Heavy rigid trucks,2017,WA,17.4
93090do001_2019.xls,2019,Table 3,Heavy rigid trucks,2018,ACT,11.5001
93090do001_2019.xls,2019,Table 3,Heavy rigid trucks,2018,AUS,15.736
93090do001_2019.xls,2019,Table 3,Heavy rigid trucks,2018,NSW,14.3694
93090do001_2019.xls,2019,Table 3,Heavy rigid trucks,2018,NT,13.5727
93090do001_2019.xls,2019,Table 3,Heavy rigid trucks,2018,QLD,14.7856
93090do001_2019.xls,2019,Table 3,Heavy rigid trucks,2018,SA,16.6532
93090do001_2019.xls,2019,Table 3,Heavy rigid trucks,2018,TAS,18.0365
93090do001_2019.xls,2019,Table 3,Heavy rigid trucks,2018,VIC,16.5837
93090do001_2019.xls,2019,Table 3,Heavy rigid trucks,2018,WA,17.7581
93090do001_2020.xls,2020,Table 3,Heavy rigid trucks,2019,ACT,11.7
93090do001_2020.xls,2020,Table 3,Heavy rigid trucks,2019,AUS,15.6
93090do001_2020.xls,2020,Table 3,Heavy rigid trucks,2019,NSW,14.2
93090do001_2020.xls,2020,Table 3,Heavy rigid trucks,2019,NT,13.8
93090do001_2020.xls,2020,Table 3,Heavy rigid trucks,2019,QLD,14.8
93090do001_2020.xls,2020,Table 3,Heavy rigid trucks,2019,SA,16.3
93090do001_2020.xls,2020,Table 3,Heavy rigid trucks,2019,TAS,18.1
93090do001_2020.xls,2020,Table 3,Heavy rigid trucks,2019,VIC,16.4
93090do001_2020.xls,2020,Table 3,Heavy rigid trucks,2019,WA,17.9
93090do001_2021.xls,2021,Table 3,Heavy rigid trucks,2020,ACT,11.5
93090do001_2021.xls,2021,Table 3,Heavy rigid trucks,2020,AUS,15.7
93090do001_2021.xls,2021,Table 3,Heavy rigid trucks,2020,NSW,14.4
93090do001_2021.xls,2021,Table 3,Heavy rigid trucks,2020,NT,13.9
93090do001_2021.xls,2021,Table 3,Heavy rigid trucks,2020,QLD,14.9
93090do001_2021.xls,2021,Table 3,Heavy rigid trucks,2020,SA,16.2
93090do001_2021.xls,2021,Table 3,Heavy rigid trucks,2020,TAS,18.1
93090do001_2021.xls,2021,Table 3,Heavy rigid trucks,2020,VIC,16.3
93090do001_2021.xls,2021,Table 3,Heavy rigid trucks,2020,WA,18.2
93090do001_2021.xls,2021,Table 3,Heavy rigid trucks,2021,ACT,11.4
93090do001_2021.xls,2021,Table 3,Heavy rigid trucks,2021,AUS,15.9
93090do001_2021.xls,2021,Table 3,Heavy rigid trucks,2021,NSW,14.7
93090do001_2021.xls,2021,Table 3,Heavy rigid trucks,2021,NT,14.3
93090do001_2021.xls,2021,Table 3,Heavy rigid trucks,2021,QLD,15.1
93090do001_2021.xls,2021,Table 3,Heavy rigid trucks,2021,SA,16.1
93090do001_2021.xls,2021,Table 3,Heavy rigid trucks,2021,TAS,18.3
93090do001_2021.xls,2021,Table 3,Heavy rigid trucks,2021,VIC,16.4
93090do001_2021.xls,2021,Table 3,Heavy rigid trucks,2021,WA,18.2
93090DO001_31201501.xls,2015,Table 3,Light commercial vehicles,2010,ACT,9.5
93090DO001_31201501.xls,2015,Table 3,Light commercial vehicles,2010,AUS,10.4
93090DO001_31201501.xls,2015,Table 3,Light commercial vehicles,2010,NSW,10.1
93090DO001_31201501.xls,2015,Table 3,Light commercial vehicles,2010,NT,8.9
93090DO001_31201501.xls,2015,Table 3,Light commercial vehicles,2010,QLD,9.8
93090DO001_31201501.xls,2015,Table 3,Light commercial vehicles,2010,SA,11.1
93090DO001_31201501.xls,2015,Table 3,Light commercial vehicles,2010,TAS,12.5
93090DO001_31201501.xls,2015,Table 3,Light commercial vehicles,2010,VIC,11.1
93090DO001_31201501.xls,2015,Table 3,Light commercial vehicles,2010,WA,10.4
93090do001_2016.xls,2016,Table 3,Light commercial vehicles,2011,ACT,9.4
93090do001_2016.xls,2016,Table 3,Light commercial vehicles,2011,AUS,10.4
93090do001_2016.xls,2016,Table 3,Light commercial vehicles,2011,NSW,10.1
93090do001_2016.xls,2016,Table 3,Light commercial vehicles,2011,NT,8.9
93090do001_2016.xls,2016,Table 3,Light commercial vehicles,2011,QLD,9.8
93090do001_2016.xls,2016,Table 3,Light commercial vehicles,2011,SA,11.0
93090do001_2016.xls,2016,Table 3,Light commercial vehicles,2011,TAS,12.5
93090do001_2016.xls,2016,Table 3,Light commercial vehicles,2011,VIC,11.0
93090do001_2016.xls,2016,Table 3,Light commercial vehicles,2011,WA,10.4
93090do001_2017.xls,2017,Table 3,Light commercial vehicles,2012,ACT,9.6
93090do001_2017.xls,2017,Table 3,Light commercial vehicles,2012,AUS,11.3
93090do001_2017.xls,2017,Table 3,Light commercial vehicles,2012,NSW,10.5
93090do001_2017.xls,2017,Table 3,Light commercial vehicles,2012,NT,10.2
93090do001_2017.xls,2017,Table 3,Light commercial vehicles,2012,QLD,11.3
93090do001_2017.xls,2017,Table 3,Light commercial vehicles,2012,SA,11.7
93090do001_2017.xls,2017,Table 3,Light commercial vehicles,2012,TAS,13.7
93090do001_2017.xls,2017,Table 3,Light commercial vehicles,2012,VIC,11.7
93090do001_2017.xls,2017,Table 3,Light commercial vehicles,2012,WA,12.4
93090do001_2018.xls,2018,Table 3,Light commercial vehicles,2013,ACT,9.3
93090do001_2018.xls,2018,Table 3,Light commercial vehicles,2013,AUS,10.4
93090do001_2018.xls,2018,Table 3,Light commercial vehicles,2013,NSW,10.1
93090do001_2018.xls,2018,Table 3,Light commercial vehicles,2013,NT,8.9
93090do001_2018.xls,2018,Table 3,Light commercial vehicles,2013,QLD,9.8
93090do001_2018.xls,2018,Table 3,Light commercial vehicles,2013,SA,11.1
93090do001_2018.xls,2018,Table 3,Light commercial vehicles,2013,TAS,13.0
93090do001_2018.xls,2018,Table 3,Light commercial vehicles,2013,VIC,10.9
93090do001_2018.xls,2018,Table 3,Light commercial vehicles,2013,WA,10.4
93090do001_2019.xls,2019,Table 3,Light commercial vehicles,2014,ACT,9.4
93090do001_2019.xls,2019,Table 3,Light commercial vehicles,2014,AUS,10.4
93090do001_2019.xls,2019,Table 3,Light commercial vehicles,2014,NSW,10.0
93090do001_2019.xls,2019,Table 3,Light commercial vehicles,2014,NT,8.8
93090do001_2019.xls,2019,Table 3,Light commercial vehicles,2014,QLD,9.8
93090do001_2019.xls,2019,Table 3,Light commercial vehicles,2014,SA,11.1
93090do001_2019.xls,2019,Table 3,Light commercial vehicles,2014,TAS,13.1
93090do001_2019.xls,2019,Table 3,Light commercial vehicles,2014,VIC,10.9
93090do001_2019.xls,2019,Table 3,Light commercial vehicles,2014,WA,10.4
93090do001_2020.xls,2020,Table 3,Light commercial vehicles,2015,ACT,9.4
93090do001_2020.xls,2020,Table 3,Light commercial vehicles,2015,AUS,10.4
93090do001_2020.xls,2020,Table 3,Light commercial vehicles,2015,NSW,10.1
93090do001_2020.xls,2020,Table 3,Light commercial vehicles,2015,NT,8.9
93090do001_2020.xls,2020,Table 3,Light commercial vehicles,2015,QLD,10.0
93090do001_2020.xls,2020,Table 3,Light commercial vehicles,2015,SA,11.1
93090do001_2020.xls,2020,Table 3,Light commercial vehicles,2015,TAS,13.2
93090do001_2020.xls,2020,Table 3,Light commercial vehicles,2015,VIC,10.8
93090do001_2020.xls,2020,Table 3,Light commercial vehicles,2015,WA,10.5
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2016,ACT,9.4
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2016,AUS,10.5
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2016,NSW,10.1
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2016,NT,9.1
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2016,QLD,10.1
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2016,SA,11.2
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2016,TAS,13.3
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2016,VIC,10.8
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2016,WA,10.7
93090do001_2018.xls,2018,Table 3,Light commercial vehicles,2017,ACT,9.5
93090do001_2018.xls,2018,Table 3,Light commercial vehicles,2017,AUS,10.5
93090do001_2018.xls,2018,Table 3,Light commercial vehicles,2017,NSW,10.0
93090do001_2018.xls,2018,Table 3,Light commercial vehicles,2017,NT,9.2
93090do001_2018.xls,2018,Table 3,Light commercial vehicles,2017,QLD,10.3
93090do001_2018.xls,2018,Table 3,Light commercial vehicles,2017,SA,11.3
93090do001_2018.xls,2018,Table 3,Light commercial vehicles,2017,TAS,13.4
93090do001_2018.xls,2018,Table 3,Light commercial vehicles,2017,VIC,10.8
93090do001_2018.xls,2018,Table 3,Light commercial vehicles,2017,WA,10.9
93090do001_2019.xls,2019,Table 3,Light commercial vehicles,2018,ACT,9.3932
93090do001_2019.xls,2019,Table 3,Light commercial vehicles,2018,AUS,10.522
93090do001_2019.xls,2019,Table 3,Light commercial vehicles,2018,NSW,9.869
93090do001_2019.xls,2019,Table 3,Light commercial vehicles,2018,NT,9.3508
93090do001_2019.xls,2019,Table 3,Light commercial vehicles,2018,QLD,10.3524
93090do001_2019.xls,2019,Table 3,Light commercial vehicles,2018,SA,11.2629
93090do001_2019.xls,2019,Table 3,Light commercial vehicles,2018,TAS,13.428
93090do001_2019.xls,2019,Table 3,Light commercial vehicles,2018,VIC,10.6967
93090do001_2019.xls,2019,Table 3,Light commercial vehicles,2018,WA,11.064
93090do001_2020.xls,2020,Table 3,Light commercial vehicles,2019,ACT,9.4
93090do001_2020.xls,2020,Table 3,Light commercial vehicles,2019,AUS,10.5
93090do001_2020.xls,2020,Table 3,Light commercial vehicles,2019,NSW,9.8
93090do001_2020.xls,2020,Table 3,Light commercial vehicles,2019,NT,9.5
93090do001_2020.xls,2020,Table 3,Light commercial vehicles,2019,QLD,10.3
93090do001_2020.xls,2020,Table 3,Light commercial vehicles,2019,SA,11.3
93090do001_2020.xls,2020,Table 3,Light commercial vehicles,2019,TAS,13.5
93090do001_2020.xls,2020,Table 3,Light commercial vehicles,2019,VIC,10.6
93090do001_2020.xls,2020,Table 3,Light commercial vehicles,2019,WA,11.2
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2020,ACT,9.4
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2020,AUS,10.6
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2020,NSW,9.9
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2020,NT,9.7
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2020,QLD,10.5
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2020,SA,11.3
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2020,TAS,13.5
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2020,VIC,10.6
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2020,WA,11.6
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2021,ACT,9.4
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2021,AUS,10.8
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2021,NSW,10.1
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2021,NT,10.0
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2021,QLD,10.7
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2021,SA,11.5
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2021,TAS,13.7
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2021,VIC,10.9
93090do001_2021.xls,2021,Table 3,Light commercial vehicles,2021,WA,11.6
93090DO001_31201501.xls,2015,Table 3,Light rigid trucks,2010,ACT,10.3
93090DO001_31201501.xls,2015,Table 3,Light rigid trucks,2010,AUS,10.9
93090DO001_31201501.xls,2015,Table 3,Light rigid trucks,2010,NSW,10.8
93090DO001_31201501.xls,2015,Table 3,Light rigid trucks,2010,NT,10.5
93090DO001_31201501.xls,2015,Table 3,Light rigid trucks,2010,QLD,10.2
93090DO001_31201501.xls,2015,Table 3,Light rigid trucks,2010,SA,11.5
93090DO001_31201501.xls,2015,Table 3,Light rigid trucks,2010,TAS,15.1
93090DO001_31201501.xls,2015,Table 3,Light rigid trucks,2010,VIC,11.1
93090DO001_31201501.xls,2015,Table 3,Light rigid trucks,2010,WA,11.3
93090do001_2016.xls,2016,Table 3,Light rigid trucks,2011,ACT,10.2
93090do001_2016.xls,2016,Table 3,Light rigid trucks,2011,AUS,10.9
93090do001_2016.xls,2016,Table 3,Light rigid trucks,2011,NSW,10.8
93090do001_2016.xls,2016,Table 3,Light rigid trucks,2011,NT,10.8
93090do001_2016.xls,2016,Table 3,Light rigid trucks,2011,QLD,10.3
93090do001_2016.xls,2016,Table 3,Light rigid trucks,2011,SA,11.6
93090do001_2016.xls,2016,Table 3,Light rigid trucks,2011,TAS,14.8
93090do001_2016.xls,2016,Table 3,Light rigid trucks,2011,VIC,11.2
93090do001_2016.xls,2016,Table 3,Light rigid trucks,2011,WA,11.1
93090do001_2017.xls,2017,Table 3,Light rigid trucks,2012,ACT,10.4
93090do001_2017.xls,2017,Table 3,Light rigid trucks,2012,AUS,10.9
93090do001_2017.xls,2017,Table 3,Light rigid trucks,2012,NSW,10.8
93090do001_2017.xls,2017,Table 3,Light rigid trucks,2012,NT,11.6
93090do001_2017.xls,2017,Table 3,Light rigid trucks,2012,QLD,10.3
93090do001_2017.xls,2017,Table 3,Light rigid trucks,2012,SA,11.5
93090do001_2017.xls,2017,Table 3,Light rigid trucks,2012,TAS,15.0
93090do001_2017.xls,2017,Table 3,Light rigid trucks,2012,VIC,11.3
93090do001_2017.xls,2017,Table 3,Light rigid trucks,2012,WA,10.9
93090do001_2018.xls,2018,Table 3,Light rigid trucks,2013,ACT,10.5
93090do001_2018.xls,2018,Table 3,Light rigid trucks,2013,AUS,11.0
93090do001_2018.xls,2018,Table 3,Light rigid trucks,2013,NSW,10.9
93090do001_2018.xls,2018,Table 3,Light rigid trucks,2013,NT,11.7
93090do001_2018.xls,2018,Table 3,Light rigid trucks,2013,QLD,10.5
93090do001_2018.xls,2018,Table 3,Light rigid trucks,2013,SA,11.5
93090do001_2018.xls,2018,Table 3,Light rigid trucks,2013,TAS,15.2
93090do001_2018.xls,2018,Table 3,Light rigid trucks,2013,VIC,11.5
93090do001_2018.xls,2018,Table 3,Light rigid trucks,2013,WA,10.8
93090do001_2019.xls,2019,Table 3,Light rigid trucks,2014,ACT,10.3
93090do001_2019.xls,2019,Table 3,Light rigid trucks,2014,AUS,11.1
93090do001_2019.xls,2019,Table 3,Light rigid trucks,2014,NSW,10.9
93090do001_2019.xls,2019,Table 3,Light rigid trucks,2014,NT,11.8
93090do001_2019.xls,2019,Table 3,Light rigid trucks,2014,QLD,10.7
93090do001_2019.xls,2019,Table 3,Light rigid trucks,2014,SA,11.6
93090do001_2019.xls,2019,Table 3,Light rigid trucks,2014,TAS,15.0
93090do001_2019.xls,2019,Table 3,Light rigid trucks,2014,VIC,11.6
93090do001_2019.xls,2019,Table 3,Light rigid trucks,2014,WA,10.7
93090do001_2020.xls,2020,Table 3,Light rigid trucks,2015,ACT,10.3
93090do001_2020.xls,2020,Table 3,Light rigid trucks,2015,AUS,11.2
93090do001_2020.xls,2020,Table 3,Light rigid trucks,2015,NSW,10.9
93090do001_2020.xls,2020,Table 3,Light rigid trucks,2015,NT,12.2
93090do001_2020.xls,2020,Table 3,Light rigid trucks,2015,QLD,11.0
93090do001_2020.xls,2020,Table 3,Light rigid trucks,2015,SA,11.9
93090do001_2020.xls,2020,Table 3,Light rigid trucks,2015,TAS,14.9
93090do001_2020.xls,2020,Table 3,Light rigid trucks,2015,VIC,11.6
93090do001_2020.xls,2020,Table 3,Light rigid trucks,2015,WA,10.9
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2016,ACT,10.2
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2016,AUS,11.2
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2016,NSW,10.7
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2016,NT,12.6
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2016,QLD,11.2
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2016,SA,12.1
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2016,TAS,14.6
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2016,VIC,11.6
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2016,WA,11.1
93090do001_2018.xls,2018,Table 3,Light rigid trucks,2017,ACT,9.8
93090do001_2018.xls,2018,Table 3,Light rigid trucks,2017,AUS,11.2
93090do001_2018.xls,2018,Table 3,Light rigid trucks,2017,NSW,10.6
93090do001_2018.xls,2018,Table 3,Light rigid trucks,2017,NT,13.1
93090do001_2018.xls,2018,Table 3,Light rigid trucks,2017,QLD,11.4
93090do001_2018.xls,2018,Table 3,Light rigid trucks,2017,SA,12.3
93090do001_2018.xls,2018,Table 3,Light rigid trucks,2017,TAS,14.6
93090do001_2018.xls,2018,Table 3,Light rigid trucks,2017,VIC,11.4
93090do001_2018.xls,2018,Table 3,Light rigid trucks,2017,WA,11.4
93090do001_2019.xls,2019,Table 3,Light rigid trucks,2018,ACT,9.925
93090do001_2019.xls,2019,Table 3,Light rigid trucks,2018,AUS,11.0901
93090do001_2019.xls,2019,Table 3,Light rigid trucks,2018,NSW,10.3521
93090do001_2019.xls,2019,Table 3,Light rigid trucks,2018,NT,13.1532
93090do001_2019.xls,2019,Table 3,Light rigid trucks,2018,QLD,11.3073
93090do001_2019.xls,2019,Table 3,Light rigid trucks,2018,SA,12.3472
93090do001_2019.xls,2019,Table 3,Light rigid trucks,2018,TAS,14.6811
93090do001_2019.xls,2019,Table 3,Light rigid trucks,2018,VIC,11.1069
93090do001_2019.xls,2019,Table 3,Light rigid trucks,2018,WA,11.4722
93090do001_2020.xls,2020,Table 3,Light rigid trucks,2019,ACT,9.8
93090do001_2020.xls,2020,Table 3,Light rigid trucks,2019,AUS,11.0
93090do001_2020.xls,2020,Table 3,Light rigid trucks,2019,NSW,10.2
93090do001_2020.xls,2020,Table 3,Light rigid trucks,2019,NT,12.6
93090do001_2020.xls,2020,Table 3,Light rigid trucks,2019,QLD,11.2
93090do001_2020.xls,2020,Table 3,Light rigid trucks,2019,SA,12.3
93090do001_2020.xls,2020,Table 3,Light rigid trucks,2019,TAS,14.5
93090do001_2020.xls,2020,Table 3,Light rigid trucks,2019,VIC,10.9
93090do001_2020.xls,2020,Table 3,Light rigid trucks,2019,WA,11.5
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2020,ACT,9.6
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2020,AUS,10.9
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2020,NSW,10.1
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2020,NT,12.8
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2020,QLD,11.2
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2020,SA,12.3
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2020,TAS,14.5
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2020,VIC,10.5
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2020,WA,12.0
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2021,ACT,9.3
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2021,AUS,10.9
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2021,NSW,10.1
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2021,NT,13.2
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2021,QLD,11.3
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2021,SA,12.3
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2021,TAS,14.6
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2021,VIC,10.6
93090do001_2021.xls,2021,Table 3,Light rigid trucks,2021,WA,11.8
93090DO001_31201501.xls,2015,Table 3,Motor cycles,2010,ACT,8.4
93090DO001_31201501.xls,2015,Table 3,Motor cycles,2010,AUS,8.8
93090DO001_31201501.xls,2015,Table 3,Motor cycles,2010,NSW,8.5
93090DO001_31201501.xls,2015,Table 3,Motor cycles,2010,NT,6.7
93090DO001_31201501.xls,2015,Table 3,Motor cycles,2010,QLD,8.4
93090DO001_31201501.xls,2015,Table 3,Motor cycles,2010,SA,8.6
93090DO001_31201501.xls,2015,Table 3,Motor cycles,2010,TAS,10.3
93090DO001_31201501.xls,2015,Table 3,Motor cycles,2010,VIC,9.1
93090DO001_31201501.xls,2015,Table 3,Motor cycles,2010,WA,9.8
93090do001_2016.xls,2016,Table 3,Motor cycles,2011,ACT,8.5
93090do001_2016.xls,2016,Table 3,Motor cycles,2011,AUS,9.0
93090do001_2016.xls,2016,Table 3,Motor cycles,2011,NSW,8.5
93090do001_2016.xls,2016,Table 3,Motor cycles,2011,NT,6.9
93090do001_2016.xls,2016,Table 3,Motor cycles,2011,QLD,8.6
93090do001_2016.xls,2016,Table 3,Motor cycles,2011,SA,9.0
93090do001_2016.xls,2016,Table 3,Motor cycles,2011,TAS,10.4
93090do001_2016.xls,2016,Table 3,Motor cycles,2011,VIC,9.3
93090do001_2016.xls,2016,Table 3,Motor cycles,2011,WA,9.9
93090do001_2017.xls,2017,Table 3,Motor cycles,2012,ACT,8.6
93090do001_2017.xls,2017,Table 3,Motor cycles,2012,AUS,9.1
93090do001_2017.xls,2017,Table 3,Motor cycles,2012,NSW,8.6
93090do001_2017.xls,2017,Table 3,Motor cycles,2012,NT,7.2
93090do001_2017.xls,2017,Table 3,Motor cycles,2012,QLD,8.8
93090do001_2017.xls,2017,Table 3,Motor cycles,2012,SA,9.4
93090do001_2017.xls,2017,Table 3,Motor cycles,2012,TAS,10.7
93090do001_2017.xls,2017,Table 3,Motor cycles,2012,VIC,9.4
93090do001_2017.xls,2017,Table 3,Motor cycles,2012,WA,10.1
93090do001_2018.xls,2018,Table 3,Motor cycles,2013,ACT,8.8
93090do001_2018.xls,2018,Table 3,Motor cycles,2013,AUS,9.3
93090do001_2018.xls,2018,Table 3,Motor cycles,2013,NSW,8.8
93090do001_2018.xls,2018,Table 3,Motor cycles,2013,NT,7.2
93090do001_2018.xls,2018,Table 3,Motor cycles,2013,QLD,8.9
93090do001_2018.xls,2018,Table 3,Motor cycles,2013,SA,9.7
93090do001_2018.xls,2018,Table 3,Motor cycles,2013,TAS,11.0
93090do001_2018.xls,2018,Table 3,Motor cycles,2013,VIC,9.5
93090do001_2018.xls,2018,Table 3,Motor cycles,2013,WA,10.3
93090do001_2019.xls,2019,Table 3,Motor cycles,2014,ACT,9.1
93090do001_2019.xls,2019,Table 3,Motor cycles,2014,AUS,9.5
93090do001_2019.xls,2019,Table 3,Motor cycles,2014,NSW,8.9
93090do001_2019.xls,2019,Table 3,Motor cycles,2014,NT,7.4
93090do001_2019.xls,2019,Table 3,Motor cycles,2014,QLD,9.1
93090do001_2019.xls,2019,Table 3,Motor cycles,2014,SA,10.1
93090do001_2019.xls,2019,Table 3,Motor cycles,2014,TAS,11.2
93090do001_2019.xls,2019,Table 3,Motor cycles,2014,VIC,9.6
93090do001_2019.xls,2019,Table 3,Motor cycles,2014,WA,10.4
93090do001_2020.xls,2020,Table 3,Motor cycles,2015,ACT,9.4
93090do001_2020.xls,2020,Table 3,Motor cycles,2015,AUS,9.8
93090do001_2020.xls,2020,Table 3,Motor cycles,2015,NSW,9.2
93090do001_2020.xls,2020,Table 3,Motor cycles,2015,NT,7.4
93090do001_2020.xls,2020,Table 3,Motor cycles,2015,QLD,9.4
93090do001_2020.xls,2020,Table 3,Motor cycles,2015,SA,10.5
93090do001_2020.xls,2020,Table 3,Motor cycles,2015,TAS,11.7
93090do001_2020.xls,2020,Table 3,Motor cycles,2015,VIC,9.8
93090do001_2020.xls,2020,Table 3,Motor cycles,2015,WA,10.8
93090do001_2021.xls,2021,Table 3,Motor cycles,2016,ACT,9.6
93090do001_2021.xls,2021,Table 3,Motor cycles,2016,AUS,10.0
93090do001_2021.xls,2021,Table 3,Motor cycles,2016,NSW,9.4
93090do001_2021.xls,2021,Table 3,Motor cycles,2016,NT,7.7
93090do001_2021.xls,2021,Table 3,Motor cycles,2016,QLD,9.6
93090do001_2021.xls,2021,Table 3,Motor cycles,2016,SA,10.9
93090do001_2021.xls,2021,Table 3,Motor cycles,2016,TAS,12.0
93090do001_2021.xls,2021,Table 3,Motor cycles,2016,VIC,9.9
93090do001_2021.xls,2021,Table 3,Motor cycles,2016,WA,11.3
93090do001_2018.xls,2018,Table 3,Motor cycles,2017,ACT,9.7
93090do001_2018.xls,2018,Table 3,Motor cycles,2017,AUS,10.2
93090do001_2018.xls,2018,Table 3,Motor cycles,2017,NSW,9.4
93090do001_2018.xls,2018,Table 3,Motor cycles,2017,NT,8.0
93090do001_2018.xls,2018,Table 3,Motor cycles,2017,QLD,9.9
93090do001_2018.xls,2018,Table 3,Motor cycles,2017,SA,11.3
93090do001_2018.xls,2018,Table 3,Motor cycles,2017,TAS,12.5
93090do001_2018.xls,2018,Table 3,Motor cycles,2017,VIC,10.1
93090do001_2018.xls,2018,Table 3,Motor cycles,2017,WA,11.9
93090do001_2019.xls,2019,Table 3,Motor cycles,2018,ACT,9.8311
93090do001_2019.xls,2019,Table 3,Motor cycles,2018,AUS,10.485
93090do001_2019.xls,2019,Table 3,Motor cycles,2018,NSW,9.53
93090do001_2019.xls,2019,Table 3,Motor cycles,2018,NT,8.4935
93090do001_2019.xls,2019,Table 3,Motor cycles,2018,QLD,10.1415
93090do001_2019.xls,2019,Table 3,Motor cycles,2018,SA,11.5881
93090do001_2019.xls,2019,Table 3,Motor cycles,2018,TAS,12.8842
93090do001_2019.xls,2019,Table 3,Motor cycles,2018,VIC,10.3186
93090do001_2019.xls,2019,Table 3,Motor cycles,2018,WA,12.4608
93090do001_2020.xls,2020,Table 3,Motor cycles,2019,ACT,10.2
93090do001_2020.xls,2020,Table 3,Motor cycles,2019,AUS,10.8
93090do001_2020.xls,2020,Table 3,Motor cycles,2019,NSW,9.7
93090do001_2020.xls,2020,Table 3,Motor cycles,2019,NT,8.7
93090do001_2020.xls,2020,Table 3,Motor cycles,2019,QLD,10.5
93090do001_2020.xls,2020,Table 3,Motor cycles,2019,SA,12.1
93090do001_2020.xls,2020,Table 3,Motor cycles,2019,TAS,13.4
93090do001_2020.xls,2020,Table 3,Motor cycles,2019,VIC,10.5
