source_workbook,release_year,table,vehicle_type,year,jurisdiction,vehicles
93090do001_2021.xls,2021,Table 1,Buses,2016,AUS,96582.0
93090do001_2021.xls,2021,Table 1,Buses,2016,NSW,25939.0
93090do001_2021.xls,2021,Table 1,Buses,2016,NT,3964.0
93090do001_2021.xls,2021,Table 1,Buses,2016,QLD,21455.0
93090do001_2021.xls,2021,Table 1,Buses,2016,SA,5691.0
93090do001_2021.xls,2021,Table 1,Buses,2016,TAS,2818.0
93090do001_2021.xls,2021,Table 1,Buses,2016,VIC,20302.0
93090do001_2021.xls,2021,Table 1,Buses,2016,WA,15362.0
93090do001_2018.xls,2018,Table 1,Buses,2017,ACT,1043.0
93090do001_2018.xls,2018,Table 1,Buses,2017,AUS,96930.0
93090do001_2018.xls,2018,Table 1,Buses,2017,NSW,26761.0
93090do001_2018.xls,2018,Table 1,Buses,2017,NT,3768.0
93090do001_2018.xls,2018,Table 1,Buses,2017,QLD,21361.0
93090do001_2018.xls,2018,Table 1,Buses,2017,SA,5766.0
93090do001_2018.xls,2018,Table 1,Buses,2017,TAS,2859.0
93090do001_2018.xls,2018,Table 1,Buses,2017,VIC,20626.0
93090do001_2018.xls,2018,Table 1,Buses,2017,WA,14746.0
93090do001_2019.xls,2019,Table 1,Buses,2018,ACT,1080.0
93090do001_2019.xls,2019,Table 1,Buses,2018,AUS,98565.0
93090do001_2019.xls,2019,Table 1,Buses,2018,NSW,27166.0
93090do001_2019.xls,2019,Table 1,Buses,2018,NT,3911.0
93090do001_2019.xls,2019,Table 1,Buses,2018,QLD,21831.0
93090do001_2019.xls,2019,Table 1,Buses,2018,SA,5947.0
93090do001_2019.xls,2019,Table 1,Buses,2018,TAS,2906.0
93090do001_2019.xls,2019,Table 1,Buses,2018,VIC,21063.0
93090do001_2019.xls,2019,Table 1,Buses,2018,WA,14661.0
93090do001_2020.xls,2020,Table 1,Buses,2019,ACT,1136.0
93090do001_2020.xls,2020,Table 1,Buses,2019,AUS,99379.0
93090do001_2020.xls,2020,Table 1,Buses,2019,NSW,27605.0
93090do001_2020.xls,2020,Table 1,Buses,2019,NT,3647.0
93090do001_2020.xls,2020,Table 1,Buses,2019,QLD,21944.0
93090do001_2020.xls,2020,Table 1,Buses,2019,SA,5909.0
93090do001_2020.xls,2020,Table 1,Buses,2019,TAS,3008.0
93090do001_2020.xls,2020,Table 1,Buses,2019,VIC,21432.0
93090do001_2020.xls,2020,Table 1,Buses,2019,WA,14698.0
93090do001_2021.xls,2021,Table 1,Buses,2020,ACT,1127.0
93090do001_2021.xls,2021,Table 1,Buses,2020,AUS,100473.0
93090do001_2021.xls,2021,Table 1,Buses,2020,NSW,27838.0
93090do001_2021.xls,2021,Table 1,Buses,2020,NT,3532.0
93090do001_2021.xls,2021,Table 1,Buses,2020,QLD,21989.0
93090do001_2021.xls,2021,Table 1,Buses,2020,SA,6077.0
93090do001_2021.xls,2021,Table 1,Buses,2020,TAS,3112.0
93090do001_2021.xls,2021,Table 1,Buses,2020,VIC,21853.0
93090do001_2021.xls,2021,Table 1,Buses,2020,WA,14945.0
93090do001_2021.xls,2021,Table 1,Buses,2021,ACT,1047.0
93090do001_2021.xls,2021,Table 1,Buses,2021,AUS,97060.0
93090do001_2021.xls,2021,Table 1,Buses,2021,NSW,26548.0
93090do001_2021.xls,2021,Table 1,Buses,2021,NT,3328.0
93090do001_2021.xls,2021,Table 1,Buses,2021,QLD,21196.0
93090do001_2021.xls,2021,Table 1,Buses,2021,SA,6008.0
93090do001_2021.xls,2021,Table 1,Buses,2021,TAS,3042.0
93090do001_2021.xls,2021,Table 1,Buses,2021,VIC,20849.0
93090do001_2021.xls,2021,Table 1,Buses,2021,WA,15042.0
93090DO001_31201501.xls,2015,Table 1,Campervans,2010,ACT,452.0
93090DO001_31201501.xls,2015,Table 1,Campervans,2010,AUS,48504.0
93090DO001_31201501.xls,2015,Table 1,Campervans,2010,NSW,9963.0
93090DO001_31201501.xls,2015,Table 1,Campervans,2010,NT,242.0
93090DO001_31201501.xls,2015,Table 1,Campervans,2010,QLD,11365.0
93090DO001_31201501.xls,2015,Table 1,Campervans,2010,SA,4071.0
93090DO001_31201501.xls,2015,Table 1,Campervans,2010,TAS,4079.0
93090DO001_31201501.xls,2015,Table 1,Campervans,2010,VIC,10721.0
93090DO001_31201501.xls,2015,Table 1,Campervans,2010,WA,7611.0
93090do001_2016.xls,2016,Table 1,Campervans,2011,ACT,456.0
93090do001_2016.xls,2016,Table 1,Campervans,2011,AUS,50653.0
93090do001_2016.xls,2016,Table 1,Campervans,2011,NSW,10537.0
93090do001_2016.xls,2016,Table 1,Campervans,2011,NT,251.0
93090do001_2016.xls,2016,Table 1,Campervans,2011,QLD,11978.0
93090do001_2016.xls,2016,Table 1,Campervans,2011,SA,4059.0
93090do001_2016.xls,2016,Table 1,Campervans,2011,TAS,4284.0
93090do001_2016.xls,2016,Table 1,Campervans,2011,VIC,11147.0
93090do001_2016.xls,2016,Table 1,Campervans,2011,WA,7941.0
93090do001_2017.xls,2017,Table 1,Campervans,2012,ACT,460.0
93090do001_2017.xls,2017,Table 1,Campervans,2012,AUS,52600.0
93090do001_2017.xls,2017,Table 1,Campervans,2012,NSW,11183.0
93090do001_2017.xls,2017,Table 1,Campervans,2012,NT,244.0
93090do001_2017.xls,2017,Table 1,Campervans,2012,QLD,12449.0
93090do001_2017.xls,2017,Table 1,Campervans,2012,SA,4002.0
93090do001_2017.xls,2017,Table 1,Campervans,2012,TAS,4503.0
93090do001_2017.xls,2017,Table 1,Campervans,2012,VIC,11632.0
93090do001_2017.xls,2017,Table 1,Campervans,2012,WA,8127.0
93090do001_2018.xls,2018,Table 1,Campervans,2013,ACT,464.0
93090do001_2018.xls,2018,Table 1,Campervans,2013,AUS,54101.0
93090do001_2018.xls,2018,Table 1,Campervans,2013,NSW,11885.0
93090do001_2018.xls,2018,Table 1,Campervans,2013,NT,248.0
93090do001_2018.xls,2018,Table 1,Campervans,2013,QLD,12859.0
93090do001_2018.xls,2018,Table 1,Campervans,2013,SA,3983.0
93090do001_2018.xls,2018,Table 1,Campervans,2013,TAS,4529.0
93090do001_2018.xls,2018,Table 1,Campervans,2013,VIC,11918.0
93090do001_2018.xls,2018,Table 1,Campervans,2013,WA,8215.0
93090do001_2019.xls,2019,Table 1,Campervans,2014,ACT,430.0
93090do001_2019.xls,2019,Table 1,Campervans,2014,AUS,55757.0
93090do001_2019.xls,2019,Table 1,Campervans,2014,NSW,12538.0
93090do001_2019.xls,2019,Table 1,Campervans,2014,NT,234.0
93090do001_2019.xls,2019,Table 1,Campervans,2014,QLD,13311.0
93090do001_2019.xls,2019,Table 1,Campervans,2014,SA,4052.0
93090do001_2019.xls,2019,Table 1,Campervans,2014,TAS,4574.0
93090do001_2019.xls,2019,Table 1,Campervans,2014,VIC,12360.0
93090do001_2019.xls,2019,Table 1,Campervans,2014,WA,8258.0
93090do001_2020.xls,2020,Table 1,Campervans,2015,ACT,430.0
93090do001_2020.xls,2020,Table 1,Campervans,2015,AUS,58288.0
93090do001_2020.xls,2020,Table 1,Campervans,2015,NSW,13913.0
93090do001_2020.xls,2020,Table 1,Campervans,2015,NT,229.0
93090do001_2020.xls,2020,Table 1,Campervans,2015,QLD,14071.0
93090do001_2020.xls,2020,Table 1,Campervans,2015,SA,4142.0
93090do001_2020.xls,2020,Table 1,Campervans,2015,TAS,4602.0
93090do001_2020.xls,2020,Table 1,Campervans,2015,VIC,12687.0
93090do001_2020.xls,2020,Table 1,Campervans,2015,WA,8214.0
93090do001_2021.xls,2021,Table 1,Campervans,2016,ACT,444.0
93090do001_2021.xls,2021,Table 1,Campervans,2016,AUS,60900.0
93090do001_2021.xls,2021,Table 1,Campervans,2016,NSW,15345.0
93090do001_2021.xls,2021,Table 1,Campervans,2016,NT,223.0
93090do001_2021.xls,2021,Table 1,Campervans,2016,QLD,14864.0
93090do001_2021.xls,2021,Table 1,Campervans,2016,SA,4164.0
93090do001_2021.xls,2021,Table 1,Campervans,2016,TAS,4588.0
93090do001_2021.xls,2021,Table 1,Campervans,2016,VIC,13118.0
93090do001_2021.xls,2021,Table 1,Campervans,2016,WA,8154.0
93090do001_2018.xls,2018,Table 1,Campervans,2017,ACT,436.0
93090do001_2018.xls,2018,Table 1,Campervans,2017,AUS,63650.0
93090do001_2018.xls,2018,Table 1,Campervans,2017,NSW,16612.0
93090do001_2018.xls,2018,Table 1,Campervans,2017,NT,214.0
93090do001_2018.xls,2018,Table 1,Campervans,2017,QLD,15848.0
93090do001_2018.xls,2018,Table 1,Campervans,2017,SA,4223.0
93090do001_2018.xls,2018,Table 1,Campervans,2017,TAS,4714.0
93090do001_2018.xls,2018,Table 1,Campervans,2017,VIC,13583.0
93090do001_2018.xls,2018,Table 1,Campervans,2017,WA,8020.0
93090do001_2019.xls,2019,Table 1,Campervans,2018,ACT,452.0
93090do001_2019.xls,2019,Table 1,Campervans,2018,AUS,66594.0
93090do001_2019.xls,2019,Table 1,Campervans,2018,NSW,17831.0
93090do001_2019.xls,2019,Table 1,Campervans,2018,NT,218.0
93090do001_2019.xls,2019,Table 1,Campervans,2018,QLD,16607.0
93090do001_2019.xls,2019,Table 1,Campervans,2018,SA,4400.0
93090do001_2019.xls,2019,Table 1,Campervans,2018,TAS,4883.0
93090do001_2019.xls,2019,Table 1,Campervans,2018,VIC,14210.0
93090do001_2019.xls,2019,Table 1,Campervans,2018,WA,7993.0
93090do001_2020.xls,2020,Table 1,Campervans,2019,ACT,473.0
93090do001_2020.xls,2020,Table 1,Campervans,2019,AUS,69753.0
93090do001_2020.xls,2020,Table 1,Campervans,2019,NSW,18916.0
93090do001_2020.xls,2020,Table 1,Campervans,2019,NT,193.0
93090do001_2020.xls,2020,Table 1,Campervans,2019,QLD,17444.0
93090do001_2020.xls,2020,Table 1,Campervans,2019,SA,4929.0
93090do001_2020.xls,2020,Table 1,Campervans,2019,TAS,5021.0
93090do001_2020.xls,2020,Table 1,Campervans,2019,VIC,14783.0
93090do001_2020.xls,2020,Table 1,Campervans,2019,WA,7994.0
93090do001_2021.xls,2021,Table 1,Campervans,2020,ACT,488.0
93090do001_2021.xls,2021,Table 1,Campervans,2020,AUS,72220.0
93090do001_2021.xls,2021,Table 1,Campervans,2020,NSW,19601.0
93090do001_2021.xls,2021,Table 1,Campervans,2020,NT,189.0
93090do001_2021.xls,2021,Table 1,Campervans,2020,QLD,18131.0
93090do001_2021.xls,2021,Table 1,Campervans,2020,SA,5050.0
93090do001_2021.xls,2021,Table 1,Campervans,2020,TAS,5157.0
93090do001_2021.xls,2021,Table 1,Campervans,2020,VIC,15268.0
93090do001_2021.xls,2021,Table 1,Campervans,2020,WA,8336.0
93090do001_2021.xls,2021,Table 1,Campervans,2021,ACT,511.0
93090do001_2021.xls,2021,Table 1,Campervans,2021,AUS,74324.0
93090do001_2021.xls,2021,Table 1,Campervans,2021,NSW,20699.0
