source_workbook,sheet,topic,section,period_type,period,variable,variable_slug,measure,value,unit
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1993-94,Commercial vehicles,commercial_vehicles,passenger_activity,2.60101998624218,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1993-94,Motor cycles,motor_cycles,passenger_activity,0.19634687710969484,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1993-94,Heavy rail,heavy_rail,passenger_activity,4.141948341415298,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1993-94,Light rail,light_rail,passenger_activity,0.01211,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1993-94,Bus,bus,passenger_activity,1.8978176582891633,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1993-94,Ferry,ferry,passenger_activity,0.11371809551690741,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1993-94,Total,total,passenger_activity,46.15931753278534,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1994-95,Passenger cars,passenger_cars,passenger_activity,38.25988813740259,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1994-95,Commercial vehicles,commercial_vehicles,passenger_activity,2.7758058591330186,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1994-95,Motor cycles,motor_cycles,passenger_activity,0.1916882312631,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1994-95,Heavy rail,heavy_rail,passenger_activity,4.4179588790353455,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1994-95,Light rail,light_rail,passenger_activity,0.0121,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1994-95,Bus,bus,passenger_activity,1.9216900831212618,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1994-95,Ferry,ferry,passenger_activity,0.12211506925328106,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1994-95,Total,total,passenger_activity,47.701246259208595,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1995-96,Passenger cars,passenger_cars,passenger_activity,38.48317638039482,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1995-96,Commercial vehicles,commercial_vehicles,passenger_activity,2.913643762932422,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1995-96,Motor cycles,motor_cycles,passenger_activity,0.18260643396172696,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1995-96,Heavy rail,heavy_rail,passenger_activity,4.525506364418455,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1995-96,Light rail,light_rail,passenger_activity,0.012819999999999998,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1995-96,Bus,bus,passenger_activity,1.979347850980032,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1995-96,Ferry,ferry,passenger_activity,0.1243084480651718,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1995-96,Total,total,passenger_activity,48.221409240752635,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1996-97,Passenger cars,passenger_cars,passenger_activity,38.43477828496751,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1996-97,Commercial vehicles,commercial_vehicles,passenger_activity,2.9718709842654083,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1996-97,Motor cycles,motor_cycles,passenger_activity,0.1793786991133046,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1996-97,Heavy rail,heavy_rail,passenger_activity,4.667338590300672,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1996-97,Light rail,light_rail,passenger_activity,0.01295,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1996-97,Bus,bus,passenger_activity,2.0218119685548808,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1996-97,Ferry,ferry,passenger_activity,0.12890660851564104,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1996-97,Total,total,passenger_activity,48.41703513571741,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1997-98,Passenger cars,passenger_cars,passenger_activity,38.98619636766139,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1997-98,Commercial vehicles,commercial_vehicles,passenger_activity,3.0892652056029406,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1997-98,Motor cycles,motor_cycles,passenger_activity,0.17020964547890602,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1997-98,Heavy rail,heavy_rail,passenger_activity,4.704935135999631,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1997-98,Light rail,light_rail,passenger_activity,0.012500000000000002,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1997-98,Bus,bus,passenger_activity,2.0505106606303145,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1997-98,Ferry,ferry,passenger_activity,0.1253237219530845,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1997-98,Total,total,passenger_activity,49.13894073732628,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1998-99,Passenger cars,passenger_cars,passenger_activity,39.934585379723714,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1998-99,Commercial vehicles,commercial_vehicles,passenger_activity,3.194046841761574,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1998-99,Motor cycles,motor_cycles,passenger_activity,0.16202357112529728,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1998-99,Heavy rail,heavy_rail,passenger_activity,4.7806602455665175,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1998-99,Light rail,light_rail,passenger_activity,0.01503,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1998-99,Bus,bus,passenger_activity,2.0711287681688226,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1998-99,Ferry,ferry,passenger_activity,0.12455259234827208,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1998-99,Total,total,passenger_activity,50.282027398694204,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1999-00,Passenger cars,passenger_cars,passenger_activity,40.939913320729524,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1999-00,Commercial vehicles,commercial_vehicles,passenger_activity,3.2710810172687697,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1999-00,Motor cycles,motor_cycles,passenger_activity,0.16118911873521255,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1999-00,Heavy rail,heavy_rail,passenger_activity,4.949862497999999,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1999-00,Light rail,light_rail,passenger_activity,0.01778,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1999-00,Bus,bus,passenger_activity,2.0526331713278343,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1999-00,Ferry,ferry,passenger_activity,0.12423484476243149,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,1999-00,Total,total,passenger_activity,51.51669397082378,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2000-01,Passenger cars,passenger_cars,passenger_activity,40.679656200919055,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2000-01,Commercial vehicles,commercial_vehicles,passenger_activity,3.324830726550078,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2000-01,Motor cycles,motor_cycles,passenger_activity,0.16294623874990338,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2000-01,Heavy rail,heavy_rail,passenger_activity,5.327935572959999,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2000-01,Light rail,light_rail,passenger_activity,0.02076,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2000-01,Bus,bus,passenger_activity,2.028551573544787,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2000-01,Ferry,ferry,passenger_activity,0.1385161340256705,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2000-01,Total,total,passenger_activity,51.6831964467495,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2001-02,Passenger cars,passenger_cars,passenger_activity,41.5229435053235,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2001-02,Commercial vehicles,commercial_vehicles,passenger_activity,3.3959007329568163,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2001-02,Motor cycles,motor_cycles,passenger_activity,0.16992871655722017,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2001-02,Heavy rail,heavy_rail,passenger_activity,4.9569576,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2001-02,Light rail,light_rail,passenger_activity,0.019640000000000005,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2001-02,Bus,bus,passenger_activity,1.935640237791152,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2001-02,Ferry,ferry,passenger_activity,0.12824844489009415,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2001-02,Total,total,passenger_activity,52.129259237518795,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2002-03,Passenger cars,passenger_cars,passenger_activity,42.18334674679807,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2002-03,Commercial vehicles,commercial_vehicles,passenger_activity,3.4828055583612603,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2002-03,Motor cycles,motor_cycles,passenger_activity,0.1634447821817219,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2002-03,Heavy rail,heavy_rail,passenger_activity,4.970138599999999,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2002-03,Light rail,light_rail,passenger_activity,0.01931,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2002-03,Bus,bus,passenger_activity,1.9199686807874723,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2002-03,Ferry,ferry,passenger_activity,0.1276112273089728,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2002-03,Total,total,passenger_activity,52.86662559543749,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2003-04,Passenger cars,passenger_cars,passenger_activity,44.27716353437157,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2003-04,Commercial vehicles,commercial_vehicles,passenger_activity,3.5667033638586263,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2003-04,Motor cycles,motor_cycles,passenger_activity,0.17011100053745287,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2003-04,Heavy rail,heavy_rail,passenger_activity,5.0218875,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2003-04,Light rail,light_rail,passenger_activity,0.01554,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2003-04,Bus,bus,passenger_activity,1.8964050323701658,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2003-04,Ferry,ferry,passenger_activity,0.13225235346415604,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2003-04,Total,total,passenger_activity,55.08006278460197,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2004-05,Passenger cars,passenger_cars,passenger_activity,44.5538889170298,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2004-05,Commercial vehicles,commercial_vehicles,passenger_activity,3.559521028754413,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2004-05,Motor cycles,motor_cycles,passenger_activity,0.18166740367928028,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2004-05,Heavy rail,heavy_rail,passenger_activity,5.0594754,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2004-05,Light rail,light_rail,passenger_activity,0.02,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2004-05,Bus,bus,passenger_activity,1.8909651788315178,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2004-05,Ferry,ferry,passenger_activity,0.13312925068654824,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2004-05,Total,total,passenger_activity,55.39864717898156,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2005-06,Passenger cars,passenger_cars,passenger_activity,43.699343822531894,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2005-06,Commercial vehicles,commercial_vehicles,passenger_activity,3.5938727469383513,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2005-06,Motor cycles,motor_cycles,passenger_activity,0.19581799523113766,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2005-06,Heavy rail,heavy_rail,passenger_activity,5.1767618,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2005-06,Light rail,light_rail,passenger_activity,0.020000000000000004,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2005-06,Bus,bus,passenger_activity,1.889300067437907,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2005-06,Ferry,ferry,passenger_activity,0.13302540922882827,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2005-06,Total,total,passenger_activity,54.708121841368126,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2006-07,Passenger cars,passenger_cars,passenger_activity,43.98785527685393,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2006-07,Commercial vehicles,commercial_vehicles,passenger_activity,3.7099782555695127,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2006-07,Motor cycles,motor_cycles,passenger_activity,0.21883129473668322,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2006-07,Heavy rail,heavy_rail,passenger_activity,5.3480756,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2006-07,Light rail,light_rail,passenger_activity,0.022084999999999997,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2006-07,Bus,bus,passenger_activity,1.9295228095182884,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2006-07,Ferry,ferry,passenger_activity,0.13370477100760061,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2006-07,Total,total,passenger_activity,55.35005300768601,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2007-08,Passenger cars,passenger_cars,passenger_activity,44.25585909488597,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2007-08,Commercial vehicles,commercial_vehicles,passenger_activity,3.887126483108266,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2007-08,Motor cycles,motor_cycles,passenger_activity,0.24458561860572803,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2007-08,Heavy rail,heavy_rail,passenger_activity,5.6406759836,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2007-08,Light rail,light_rail,passenger_activity,0.021525000000000002,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2007-08,Bus,bus,passenger_activity,2.000669492170361,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2007-08,Ferry,ferry,passenger_activity,0.1323678919624226,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2007-08,Total,total,passenger_activity,56.18280956433274,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2008-09,Passenger cars,passenger_cars,passenger_activity,44.2001365238293,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2008-09,Commercial vehicles,commercial_vehicles,passenger_activity,3.977993410248591,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2008-09,Motor cycles,motor_cycles,passenger_activity,0.27249659134867316,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2008-09,Heavy rail,heavy_rail,passenger_activity,5.615635200000001,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2008-09,Light rail,light_rail,passenger_activity,0.020906666666666667,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2008-09,Bus,bus,passenger_activity,1.9847493322623477,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2008-09,Ferry,ferry,passenger_activity,0.1385102974809097,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2008-09,Total,total,passenger_activity,56.21042802183649,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2009-10,Passenger cars,passenger_cars,passenger_activity,44.621560328417566,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2009-10,Commercial vehicles,commercial_vehicles,passenger_activity,4.174181890387575,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2009-10,Motor cycles,motor_cycles,passenger_activity,0.29918241156131864,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2009-10,Heavy rail,heavy_rail,passenger_activity,5.4510736,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2009-10,Light rail,light_rail,passenger_activity,0.020300000000000002,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2009-10,Bus,bus,passenger_activity,1.9542063753843573,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2009-10,Ferry,ferry,passenger_activity,0.14047273984838043,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2009-10,Total,total,passenger_activity,56.66097734559919,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2010-11,Passenger cars,passenger_cars,passenger_activity,45.41225717110804,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2010-11,Commercial vehicles,commercial_vehicles,passenger_activity,4.290134051840986,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2010-11,Motor cycles,motor_cycles,passenger_activity,0.2961905874457054,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2010-11,Heavy rail,heavy_rail,passenger_activity,5.462578799999999,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2010-11,Light rail,light_rail,passenger_activity,0.019389000000000003,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2010-11,Bus,bus,passenger_activity,2.0179597672971314,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2010-11,Ferry,ferry,passenger_activity,0.14173541144038596,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2010-11,Total,total,passenger_activity,57.64024478913224,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2011-12,Passenger cars,passenger_cars,passenger_activity,45.660385449644075,billion passenger-km
2. PASSENGERS.xlsx,Table 2.3a-i,capital_city_motorised_passenger_travel_by_mode,Sydney,financial_year,2011-12,Commercial vehicles,commercial_vehicles,passenger_activity,4.3963073022675365,billion passenger-km
