source_workbook,release_year,table,vehicle_type,manufacture_period,jurisdiction,vehicles
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Total motor vehicles,To 2002,WA,307987.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Total motor vehicles,To 2002,TAS,100557.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Total motor vehicles,To 2002,NT,16103.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Total motor vehicles,To 2002,ACT,26311.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Total motor vehicles,To 2002,AUS,2420832.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2020 - 2025,NSW,1230792.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2020 - 2025,VIC,1013716.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2020 - 2025,QLD,830786.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2020 - 2025,SA,257326.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2020 - 2025,WA,418916.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2020 - 2025,TAS,69577.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2020 - 2025,NT,28072.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2020 - 2025,ACT,71424.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2020 - 2025,AUS,3920609.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2015 - 2019,NSW,1309034.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2015 - 2019,VIC,1163555.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2015 - 2019,QLD,845877.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2015 - 2019,SA,285668.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2015 - 2019,WA,432437.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2015 - 2019,TAS,80464.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2015 - 2019,NT,25691.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2015 - 2019,ACT,82405.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2015 - 2019,AUS,4225131.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2010 - 2014,NSW,1038438.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2010 - 2014,VIC,985699.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2010 - 2014,QLD,736801.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2010 - 2014,SA,267667.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2010 - 2014,WA,438424.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2010 - 2014,TAS,77459.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2010 - 2014,NT,22326.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2010 - 2014,ACT,66530.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2010 - 2014,AUS,3633344.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2005 - 2009,NSW,658626.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2005 - 2009,VIC,641098.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2005 - 2009,QLD,489767.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2005 - 2009,SA,201458.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2005 - 2009,WA,309629.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2005 - 2009,TAS,65183.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2005 - 2009,NT,14537.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2005 - 2009,ACT,38252.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,2005 - 2009,AUS,2418550.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,1900 - 2004,NSW,467791.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,1900 - 2004,VIC,483875.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,1900 - 2004,QLD,393659.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,1900 - 2004,SA,205865.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,1900 - 2004,WA,228183.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,1900 - 2004,TAS,68033.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,1900 - 2004,NT,9790.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,1900 - 2004,ACT,24597.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Passenger vehicles,1900 - 2004,AUS,1881793.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2020 - 2025,NSW,5335.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2020 - 2025,VIC,4894.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2020 - 2025,QLD,5237.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2020 - 2025,SA,577.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2020 - 2025,WA,23.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2020 - 2025,TAS,571.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2020 - 2025,NT,19.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2020 - 2025,ACT,147.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2020 - 2025,AUS,16803.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2015 - 2019,NSW,5110.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2015 - 2019,VIC,3526.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2015 - 2019,QLD,4428.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2015 - 2019,SA,522.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2015 - 2019,WA,71.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2015 - 2019,TAS,634.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2015 - 2019,NT,26.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2015 - 2019,ACT,125.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2015 - 2019,AUS,14442.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2010 - 2014,NSW,5197.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2010 - 2014,VIC,3213.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2010 - 2014,QLD,3530.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2010 - 2014,SA,481.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2010 - 2014,WA,199.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2010 - 2014,TAS,610.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2010 - 2014,NT,10.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2010 - 2014,ACT,145.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2010 - 2014,AUS,13385.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2005 - 2009,NSW,7713.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2005 - 2009,VIC,5837.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2005 - 2009,QLD,5374.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2005 - 2009,SA,800.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2005 - 2009,WA,632.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2005 - 2009,TAS,967.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2005 - 2009,NT,27.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2005 - 2009,ACT,221.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,2005 - 2009,AUS,21571.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,1900 - 2004,NSW,9991.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,1900 - 2004,VIC,8803.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,1900 - 2004,QLD,11376.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,1900 - 2004,SA,1688.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,1900 - 2004,WA,1767.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,1900 - 2004,TAS,3307.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,1900 - 2004,NT,49.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,1900 - 2004,ACT,299.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Campervans,1900 - 2004,AUS,37280.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2020 - 2025,NSW,326839.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2020 - 2025,VIC,258265.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2020 - 2025,QLD,297701.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2020 - 2025,SA,74272.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2020 - 2025,WA,139844.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2020 - 2025,TAS,27428.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2020 - 2025,NT,15563.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2020 - 2025,ACT,11708.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2020 - 2025,AUS,1151620.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2015 - 2019,NSW,301692.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2015 - 2019,VIC,236933.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2015 - 2019,QLD,272701.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2015 - 2019,SA,67880.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2015 - 2019,WA,117033.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2015 - 2019,TAS,29771.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2015 - 2019,NT,13309.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2015 - 2019,ACT,11984.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2015 - 2019,AUS,1051303.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2010 - 2014,NSW,210045.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2010 - 2014,VIC,170099.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2010 - 2014,QLD,213589.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2010 - 2014,SA,53154.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2010 - 2014,WA,103780.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2010 - 2014,TAS,24728.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2010 - 2014,NT,10556.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2010 - 2014,ACT,7738.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2010 - 2014,AUS,793689.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2005 - 2009,NSW,140042.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2005 - 2009,VIC,123085.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2005 - 2009,QLD,161616.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2005 - 2009,SA,39910.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2005 - 2009,WA,77546.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2005 - 2009,TAS,21918.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2005 - 2009,NT,7307.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2005 - 2009,ACT,4828.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,2005 - 2009,AUS,576252.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,1900 - 2004,NSW,142165.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,1900 - 2004,VIC,136848.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,1900 - 2004,QLD,167533.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,1900 - 2004,SA,49709.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,1900 - 2004,WA,81930.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,1900 - 2004,TAS,34221.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,1900 - 2004,NT,5767.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,1900 - 2004,ACT,4535.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light commercial vehicles,1900 - 2004,AUS,622708.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2020 - 2025,NSW,34769.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2020 - 2025,VIC,26346.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2020 - 2025,QLD,28424.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2020 - 2025,SA,6666.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2020 - 2025,WA,13927.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2020 - 2025,TAS,2070.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2020 - 2025,NT,1398.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2020 - 2025,ACT,950.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2020 - 2025,AUS,114550.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2015 - 2019,NSW,19315.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2015 - 2019,VIC,14326.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2015 - 2019,QLD,11270.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2015 - 2019,SA,3110.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2015 - 2019,WA,4557.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2015 - 2019,TAS,956.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2015 - 2019,NT,366.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2015 - 2019,ACT,585.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2015 - 2019,AUS,54485.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2010 - 2014,NSW,10104.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2010 - 2014,VIC,7623.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2010 - 2014,QLD,6676.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2010 - 2014,SA,1868.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2010 - 2014,WA,3714.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2010 - 2014,TAS,684.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2010 - 2014,NT,295.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2010 - 2014,ACT,247.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2010 - 2014,AUS,31211.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2005 - 2009,NSW,8688.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2005 - 2009,VIC,6908.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2005 - 2009,QLD,7562.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2005 - 2009,SA,1846.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2005 - 2009,WA,3430.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2005 - 2009,TAS,739.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2005 - 2009,NT,291.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2005 - 2009,ACT,206.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,2005 - 2009,AUS,29670.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,1900 - 2004,NSW,10027.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,1900 - 2004,VIC,6510.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,1900 - 2004,QLD,9657.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,1900 - 2004,SA,1984.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,1900 - 2004,WA,3331.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,1900 - 2004,TAS,1301.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,1900 - 2004,NT,339.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,1900 - 2004,ACT,227.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Light rigid trucks,1900 - 2004,AUS,33376.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2020 - 2025,NSW,23227.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2020 - 2025,VIC,19206.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2020 - 2025,QLD,20241.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2020 - 2025,SA,5455.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2020 - 2025,WA,11805.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2020 - 2025,TAS,1606.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2020 - 2025,NT,941.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2020 - 2025,ACT,466.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2020 - 2025,AUS,82947.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2015 - 2019,NSW,22499.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2015 - 2019,VIC,17842.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2015 - 2019,QLD,15707.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2015 - 2019,SA,4436.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2015 - 2019,WA,8003.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2015 - 2019,TAS,1671.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2015 - 2019,NT,844.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2015 - 2019,ACT,445.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2015 - 2019,AUS,71447.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2010 - 2014,NSW,16806.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2010 - 2014,VIC,13421.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2010 - 2014,QLD,12756.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2010 - 2014,SA,3461.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2010 - 2014,WA,10623.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2010 - 2014,TAS,1318.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2010 - 2014,NT,907.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2010 - 2014,ACT,290.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2010 - 2014,AUS,59582.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2005 - 2009,NSW,19058.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2005 - 2009,VIC,15620.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2005 - 2009,QLD,15073.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2005 - 2009,SA,4144.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2005 - 2009,WA,11125.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2005 - 2009,TAS,1850.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2005 - 2009,NT,1064.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2005 - 2009,ACT,285.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,2005 - 2009,AUS,68219.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,1900 - 2004,NSW,30062.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,1900 - 2004,VIC,29350.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,1900 - 2004,QLD,23974.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,1900 - 2004,SA,9482.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,1900 - 2004,WA,22689.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 6,Heavy rigid trucks,1900 - 2004,TAS,4555.0
