source_workbook,release_year,table,vehicle_type,manufacture_period,jurisdiction,vehicles
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2017 - 2022,NT,27892.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2017 - 2022,ACT,76977.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2017 - 2022,AUS,3890376.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2012 - 2016,NSW,1322186.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2012 - 2016,VIC,1156426.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2012 - 2016,QLD,854722.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2012 - 2016,SA,290060.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2012 - 2016,WA,466134.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2012 - 2016,TAS,82670.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2012 - 2016,NT,28276.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2012 - 2016,ACT,81986.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2012 - 2016,AUS,4282460.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2007 - 2011,NSW,943962.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2007 - 2011,VIC,882297.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2007 - 2011,QLD,669738.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2007 - 2011,SA,249302.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2007 - 2011,WA,402173.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2007 - 2011,TAS,74856.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2007 - 2011,NT,21494.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2007 - 2011,ACT,57595.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2007 - 2011,AUS,3301417.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2002 - 2006,NSW,601869.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2002 - 2006,VIC,570842.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2002 - 2006,QLD,441778.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2002 - 2006,SA,192333.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2002 - 2006,WA,256489.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2002 - 2006,TAS,62988.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2002 - 2006,NT,12687.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2002 - 2006,ACT,32190.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,2002 - 2006,AUS,2171176.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,To 2001a,NSW,348248.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,To 2001a,VIC,363314.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,To 2001a,QLD,291588.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,To 2001a,SA,157754.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,To 2001a,WA,164516.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,To 2001a,TAS,53721.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,To 2001a,NT,7865.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,To 2001a,ACT,18093.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Passenger vehicles,To 2001a,AUS,1405099.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2017 - 2022,NSW,4086.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2017 - 2022,VIC,3765.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2017 - 2022,QLD,3686.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2017 - 2022,SA,403.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2017 - 2022,WA,23.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2017 - 2022,TAS,533.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2017 - 2022,NT,9.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2017 - 2022,ACT,77.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2017 - 2022,AUS,12582.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2012 - 2016,NSW,4177.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2012 - 2016,VIC,2458.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2012 - 2016,QLD,3055.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2012 - 2016,SA,454.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2012 - 2016,WA,86.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2012 - 2016,TAS,502.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2012 - 2016,NT,8.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2012 - 2016,ACT,110.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2012 - 2016,AUS,10850.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2007 - 2011,NSW,6438.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2007 - 2011,VIC,3926.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2007 - 2011,QLD,4068.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2007 - 2011,SA,519.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2007 - 2011,WA,262.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2007 - 2011,TAS,794.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2007 - 2011,NT,15.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2007 - 2011,ACT,165.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2007 - 2011,AUS,16187.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2002 - 2006,NSW,8719.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2002 - 2006,VIC,7054.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2002 - 2006,QLD,6670.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2002 - 2006,SA,1143.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2002 - 2006,WA,771.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2002 - 2006,TAS,952.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2002 - 2006,NT,43.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2002 - 2006,ACT,217.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,2002 - 2006,AUS,25569.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,To 2001a,NSW,6644.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,To 2001a,VIC,5576.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,To 2001a,QLD,8266.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,To 2001a,SA,937.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,To 2001a,WA,783.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,To 2001a,TAS,2948.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,To 2001a,NT,21.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,To 2001a,ACT,210.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Campervans,To 2001a,AUS,25385.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2017 - 2022,NSW,328186.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2017 - 2022,VIC,252251.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2017 - 2022,QLD,277132.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2017 - 2022,SA,69555.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2017 - 2022,WA,117967.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2017 - 2022,TAS,27684.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2017 - 2022,NT,14712.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2017 - 2022,ACT,12858.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2017 - 2022,AUS,1100345.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2012 - 2016,NSW,272192.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2012 - 2016,VIC,210026.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2012 - 2016,QLD,249374.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2012 - 2016,SA,60348.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2012 - 2016,WA,113810.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2012 - 2016,TAS,26559.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2012 - 2016,NT,13821.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2012 - 2016,ACT,10536.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2012 - 2016,AUS,956666.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2007 - 2011,NSW,187717.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2007 - 2011,VIC,157379.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2007 - 2011,QLD,196068.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2007 - 2011,SA,49563.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2007 - 2011,WA,94318.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2007 - 2011,TAS,23971.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2007 - 2011,NT,9802.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2007 - 2011,ACT,6860.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2007 - 2011,AUS,725678.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2002 - 2006,NSW,125886.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2002 - 2006,VIC,112659.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2002 - 2006,QLD,137098.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2002 - 2006,SA,36200.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2002 - 2006,WA,64257.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2002 - 2006,TAS,20477.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2002 - 2006,NT,6252.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2002 - 2006,ACT,4306.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,2002 - 2006,AUS,507135.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,To 2001a,NSW,115033.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,To 2001a,VIC,110343.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,To 2001a,QLD,129106.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,To 2001a,SA,39555.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,To 2001a,WA,64786.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,To 2001a,TAS,28075.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,To 2001a,NT,4849.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,To 2001a,ACT,3381.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light commercial vehicles,To 2001a,AUS,495128.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2017 - 2022,NSW,21460.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2017 - 2022,VIC,16052.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2017 - 2022,QLD,12451.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2017 - 2022,SA,3228.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2017 - 2022,WA,4653.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2017 - 2022,TAS,1068.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2017 - 2022,NT,414.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2017 - 2022,ACT,715.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2017 - 2022,AUS,60041.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2012 - 2016,NSW,14690.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2012 - 2016,VIC,10884.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2012 - 2016,QLD,8394.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2012 - 2016,SA,2227.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2012 - 2016,WA,4066.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2012 - 2016,TAS,777.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2012 - 2016,NT,359.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2012 - 2016,ACT,390.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2012 - 2016,AUS,41787.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2007 - 2011,NSW,10531.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2007 - 2011,VIC,8214.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2007 - 2011,QLD,7505.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2007 - 2011,SA,1922.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2007 - 2011,WA,3482.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2007 - 2011,TAS,713.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2007 - 2011,NT,340.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2007 - 2011,ACT,254.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2007 - 2011,AUS,32961.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2002 - 2006,NSW,8048.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2002 - 2006,VIC,6035.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2002 - 2006,QLD,7098.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2002 - 2006,SA,1600.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2002 - 2006,WA,3332.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2002 - 2006,TAS,745.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2002 - 2006,NT,319.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2002 - 2006,ACT,162.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,2002 - 2006,AUS,27339.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,To 2001a,NSW,7659.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,To 2001a,VIC,4294.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,To 2001a,QLD,6623.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,To 2001a,SA,1235.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,To 2001a,WA,2134.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,To 2001a,TAS,945.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,To 2001a,NT,312.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,To 2001a,ACT,147.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Light rigid trucks,To 2001a,AUS,23349.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2017 - 2022,NSW,22474.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2017 - 2022,VIC,17938.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2017 - 2022,QLD,16399.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2017 - 2022,SA,4738.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2017 - 2022,WA,8275.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2017 - 2022,TAS,1690.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2017 - 2022,NT,815.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2017 - 2022,ACT,472.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2017 - 2022,AUS,72801.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2012 - 2016,NSW,19049.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2012 - 2016,VIC,14967.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2012 - 2016,QLD,13806.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2012 - 2016,SA,3790.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2012 - 2016,WA,9007.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2012 - 2016,TAS,1386.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2012 - 2016,NT,907.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2012 - 2016,ACT,398.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2012 - 2016,AUS,63310.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2007 - 2011,NSW,19894.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2007 - 2011,VIC,16093.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2007 - 2011,QLD,14989.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2007 - 2011,SA,4324.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2007 - 2011,WA,11260.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2007 - 2011,TAS,1685.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2007 - 2011,NT,1127.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2007 - 2011,ACT,382.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2007 - 2011,AUS,69754.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2002 - 2006,NSW,17388.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2002 - 2006,VIC,13981.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2002 - 2006,QLD,12626.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2002 - 2006,SA,3649.0
