source_workbook,release_year,table,jurisdiction,year,motive_power,vehicles
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NSW,2021,hybrid_electric,72370.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NSW,2021,battery_fuel_cell_electric,6160.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NSW,2021,other,13403.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NSW,2021,total,5954397.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NSW,2022,petrol,4350198.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NSW,2022,diesel,1561362.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NSW,2022,dual_fuel,16495.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NSW,2022,hybrid_electric,96324.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NSW,2022,battery_fuel_cell_electric,11962.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NSW,2022,other,11947.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NSW,2022,total,6048288.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NSW,2023,petrol,4342258.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NSW,2023,diesel,1636471.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NSW,2023,dual_fuel,14795.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NSW,2023,hybrid_electric,125605.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NSW,2023,battery_fuel_cell_electric,24868.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NSW,2023,other,10786.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NSW,2023,total,6154783.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,VIC,2021,petrol,3745074.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,VIC,2021,diesel,1259813.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,VIC,2021,dual_fuel,78415.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,VIC,2021,hybrid_electric,47886.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,VIC,2021,battery_fuel_cell_electric,4936.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,VIC,2021,other,38860.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,VIC,2021,total,5174984.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,VIC,2022,petrol,3759621.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,VIC,2022,diesel,1326730.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,VIC,2022,dual_fuel,71158.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,VIC,2022,hybrid_electric,63945.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,VIC,2022,battery_fuel_cell_electric,9856.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,VIC,2022,other,36824.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,VIC,2022,total,5268134.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,VIC,2023,petrol,3785212.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,VIC,2023,diesel,1394553.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,VIC,2023,dual_fuel,65246.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,VIC,2023,hybrid_electric,84140.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,VIC,2023,battery_fuel_cell_electric,20228.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,VIC,2023,other,34798.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,VIC,2023,total,5384177.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,QLD,2021,petrol,2950977.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,QLD,2021,diesel,1324714.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,QLD,2021,dual_fuel,20084.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,QLD,2021,hybrid_electric,39274.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,QLD,2021,battery_fuel_cell_electric,3671.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,QLD,2021,other,4563.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,QLD,2021,total,4343283.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,QLD,2022,petrol,2978063.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,QLD,2022,diesel,1399041.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,QLD,2022,dual_fuel,18140.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,QLD,2022,hybrid_electric,54296.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,QLD,2022,battery_fuel_cell_electric,8201.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,QLD,2022,other,4286.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,QLD,2022,total,4462027.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,QLD,2023,petrol,3007636.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,QLD,2023,diesel,1479436.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,QLD,2023,dual_fuel,16421.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,QLD,2023,hybrid_electric,72752.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,QLD,2023,battery_fuel_cell_electric,16737.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,QLD,2023,other,3965.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,QLD,2023,total,4596947.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,SA,2021,petrol,1101547.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,SA,2021,diesel,357521.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,SA,2021,dual_fuel,5133.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,SA,2021,hybrid_electric,15002.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,SA,2021,battery_fuel_cell_electric,988.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,SA,2021,other,5160.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,SA,2021,total,1485351.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,SA,2022,petrol,1107020.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,SA,2022,diesel,380540.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,SA,2022,dual_fuel,4795.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,SA,2022,hybrid_electric,20667.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,SA,2022,battery_fuel_cell_electric,1933.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,SA,2022,other,4812.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,SA,2022,total,1519767.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,SA,2023,petrol,1112977.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,SA,2023,diesel,402051.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,SA,2023,dual_fuel,4567.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,SA,2023,hybrid_electric,26975.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,SA,2023,battery_fuel_cell_electric,3875.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,SA,2023,other,4512.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,SA,2023,total,1554957.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,WA,2021,petrol,1575344.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,WA,2021,diesel,687614.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,WA,2021,dual_fuel,21820.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,WA,2021,hybrid_electric,19894.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,WA,2021,battery_fuel_cell_electric,2112.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,WA,2021,other,5481.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,WA,2021,total,2312265.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,WA,2022,petrol,1583862.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,WA,2022,diesel,729018.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,WA,2022,dual_fuel,19495.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,WA,2022,hybrid_electric,27579.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,WA,2022,battery_fuel_cell_electric,4191.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,WA,2022,other,5085.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,WA,2022,total,2369230.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,WA,2023,petrol,1595101.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,WA,2023,diesel,775136.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,WA,2023,dual_fuel,17613.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,WA,2023,hybrid_electric,36343.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,WA,2023,battery_fuel_cell_electric,8330.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,WA,2023,other,4720.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,WA,2023,total,2437243.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,TAS,2021,petrol,351183.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,TAS,2021,diesel,148134.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,TAS,2021,dual_fuel,169.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,TAS,2021,hybrid_electric,3149.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,TAS,2021,battery_fuel_cell_electric,474.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,TAS,2021,other,2473.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,TAS,2021,total,505582.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,TAS,2022,petrol,355140.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,TAS,2022,diesel,157518.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,TAS,2022,dual_fuel,181.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,TAS,2022,hybrid_electric,4460.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,TAS,2022,battery_fuel_cell_electric,862.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,TAS,2022,other,2272.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,TAS,2022,total,520433.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,TAS,2023,petrol,356591.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,TAS,2023,diesel,165779.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,TAS,2023,dual_fuel,187.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,TAS,2023,hybrid_electric,5884.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,TAS,2023,battery_fuel_cell_electric,1620.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,TAS,2023,other,2096.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,TAS,2023,total,532157.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NT,2021,petrol,93901.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NT,2021,diesel,67765.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NT,2021,dual_fuel,404.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NT,2021,hybrid_electric,1326.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NT,2021,battery_fuel_cell_electric,85.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NT,2021,other,46.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NT,2021,total,163527.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NT,2022,petrol,91968.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NT,2022,diesel,69936.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NT,2022,dual_fuel,365.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NT,2022,hybrid_electric,2091.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NT,2022,battery_fuel_cell_electric,139.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NT,2022,other,41.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NT,2022,total,164540.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NT,2023,petrol,90557.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NT,2023,diesel,72020.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NT,2023,dual_fuel,320.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NT,2023,hybrid_electric,2895.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NT,2023,battery_fuel_cell_electric,227.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NT,2023,other,40.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,NT,2023,total,166059.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,ACT,2021,petrol,247374.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,ACT,2021,diesel,62389.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,ACT,2021,dual_fuel,1084.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,ACT,2021,hybrid_electric,5913.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,ACT,2021,battery_fuel_cell_electric,815.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,ACT,2021,other,775.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,ACT,2021,total,318350.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,ACT,2022,petrol,248722.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,ACT,2022,diesel,64591.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,ACT,2022,dual_fuel,926.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,ACT,2022,hybrid_electric,7623.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,ACT,2022,battery_fuel_cell_electric,1610.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,ACT,2022,other,705.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,ACT,2022,total,324177.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,ACT,2023,petrol,250358.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,ACT,2023,diesel,67018.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,ACT,2023,dual_fuel,813.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,ACT,2023,hybrid_electric,9378.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,ACT,2023,battery_fuel_cell_electric,3203.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,ACT,2023,other,643.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,ACT,2023,total,331413.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,AUS,2021,petrol,14421354.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,AUS,2021,diesel,5395853.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,AUS,2021,dual_fuel,145716.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,AUS,2021,hybrid_electric,204814.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,AUS,2021,battery_fuel_cell_electric,19241.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,AUS,2021,other,70761.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,AUS,2021,total,20257739.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,AUS,2022,petrol,14474594.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,AUS,2022,diesel,5688736.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,AUS,2022,dual_fuel,131555.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,AUS,2022,hybrid_electric,276985.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,AUS,2022,battery_fuel_cell_electric,38754.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,AUS,2022,other,65972.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,AUS,2022,total,20676596.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,AUS,2023,petrol,14540690.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,AUS,2023,diesel,5992464.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,AUS,2023,dual_fuel,119962.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,AUS,2023,hybrid_electric,363972.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,AUS,2023,battery_fuel_cell_electric,79088.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,AUS,2023,other,61560.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 5,AUS,2023,total,21157736.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NSW,2023,petrol,4342263.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NSW,2023,diesel,1637342.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NSW,2023,dual_fuel,14719.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NSW,2023,hybrid_electric,125856.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NSW,2023,battery_fuel_cell_electric,24789.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NSW,2023,other,10778.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NSW,2023,total,6155747.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NSW,2024,petrol,4348041.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NSW,2024,diesel,1709896.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NSW,2024,dual_fuel,12723.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NSW,2024,hybrid_electric,163948.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NSW,2024,battery_fuel_cell_electric,52505.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NSW,2024,other,9533.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NSW,2024,total,6296646.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NSW,2025,petrol,4310835.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NSW,2025,diesel,1762690.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NSW,2025,dual_fuel,10904.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NSW,2025,hybrid_electric,236943.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NSW,2025,battery_fuel_cell_electric,78317.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NSW,2025,other,8185.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NSW,2025,total,6407874.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,VIC,2023,petrol,3789728.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,VIC,2023,diesel,1393070.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,VIC,2023,dual_fuel,62922.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,VIC,2023,hybrid_electric,86734.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,VIC,2023,battery_fuel_cell_electric,20125.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,VIC,2023,other,34742.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,VIC,2023,total,5387321.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,VIC,2024,petrol,3813178.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,VIC,2024,diesel,1454324.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,VIC,2024,dual_fuel,56845.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,VIC,2024,hybrid_electric,117843.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,VIC,2024,battery_fuel_cell_electric,42859.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,VIC,2024,other,32579.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,VIC,2024,total,5517628.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,VIC,2025,petrol,3843145.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,VIC,2025,diesel,1516619.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,VIC,2025,dual_fuel,52665.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,VIC,2025,hybrid_electric,175034.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,VIC,2025,battery_fuel_cell_electric,68370.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,VIC,2025,other,30338.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,VIC,2025,total,5686171.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,QLD,2023,petrol,3008713.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,QLD,2023,diesel,1480352.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,QLD,2023,dual_fuel,16420.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,QLD,2023,hybrid_electric,72461.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,QLD,2023,battery_fuel_cell_electric,16715.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,QLD,2023,other,3965.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,QLD,2023,total,4598626.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,QLD,2024,petrol,3039720.0
