year,dependence,scenario_family,lever,weak_alignment_probability,low_uptake_shortfall,renewable_shortfall,fossil_excess,emissions_excess,activity_excess
2028,independent,stress_tail,fossil_reduction,0.0,0.3121138806816297,0.4579907182732485,0.34896022880322575,0.24360022376501933,0.47431308049100507
2028,independent,stress_tail,balanced_package,0.0,0.13510634831439147,0.23273106798375892,0.43602804912811105,0.24360022376501933,0.47431308049100507
2028,independent,stress_tail,delay_case,0.0,0.323839769018318,0.4777829980416567,0.6106494409635628,0.39112872961906653,0.47431308049100507
2029,independent,stress_tail,none,0.0,0.31201092430452254,0.4561382559609944,0.5935155531824513,0.38130026100668335,0.4732276051421868
2029,independent,stress_tail,uptake_push,0.23115,0.06992423545466345,0.4561382559609944,0.4626458560690124,0.38130026100668335,0.4732276051421868
2029,independent,stress_tail,renewable_push,0.0,0.31201092430452254,0.1414231073649978,0.5935155531824513,0.2711793366339223,0.4732276051421868
2029,independent,stress_tail,fossil_reduction,0.0,0.31201092430452254,0.4561382559609944,0.348571890011453,0.24364910554073235,0.4732276051421868
2029,independent,stress_tail,balanced_package,0.0,0.13499783575956917,0.23134172124956812,0.43558527799817276,0.24364910554073235,0.4732276051421868
2029,independent,stress_tail,delay_case,0.0,0.3237417562806363,0.4763010281918535,0.6101794536645421,0.3911793366339224,0.4732276051421868
2030,independent,stress_tail,none,0.0,0.31176863563036006,0.4585362089450556,0.5949566384415146,0.3817045055098602,0.47302933579916606
2030,independent,stress_tail,uptake_push,0.23495,0.06978249247076271,0.4585362089450556,0.46386913320480117,0.3817045055098602,0.47302933579916606
2030,independent,stress_tail,renewable_push,0.0,0.31176863563036006,0.14298177680463728,0.5949566384415146,0.2715350717967185,0.47302933579916606
2030,independent,stress_tail,fossil_reduction,0.0,0.31176863563036006,0.4585362089450556,0.34960664170739564,0.24399271336843245,0.47302933579916606
2030,independent,stress_tail,balanced_package,0.0,0.1348187698307007,0.233140185987614,0.4367641382200216,0.24399271336843245,0.47302933579916606
2030,independent,stress_tail,delay_case,0.0,0.3235492506296831,0.47821939057910223,0.6114303681493437,0.39153507179671826,0.47302933579916606
2026,gaussian,central,none,0.20555,0.08653612541314759,0.16633928353742095,0.167299646376497,0.14019061940565752,0.17490086750937198
2026,gaussian,central,uptake_push,0.3466,0.012464358335331728,0.16633928353742095,0.11225654373524781,0.14019061940565752,0.17490086750937198
2026,gaussian,central,renewable_push,0.12475,0.08653612541314759,0.04431746798392477,0.167299646376497,0.09287086102267633,0.17490086750937198
2026,gaussian,central,fossil_reduction,0.20555,0.08653612541314759,0.16633928353742095,0.06909197077318749,0.08178778408874585,0.17490086750937198
2026,gaussian,central,balanced_package,0.2187,0.027510068558674765,0.07553640562094206,0.1020323000308362,0.08178778408874585,0.17490086750937198
2026,gaussian,central,delay_case,0.2229,0.10477709152089046,0.1958169394604181,0.21971314758667462,0.15296399367645364,0.17490086750937198
2027,gaussian,central,none,0.2089,0.08376189925470774,0.1639371206734348,0.16530342361908018,0.13848556064316866,0.17547458932527818
2027,gaussian,central,uptake_push,0.34735,0.01194207643327228,0.1639371206734348,0.11078383289939497,0.13848556064316866,0.17547458932527818
2027,gaussian,central,renewable_push,0.1285,0.08376189925470774,0.04337836287102143,0.16530342361908018,0.09167577621519424,0.17547458932527818
2027,gaussian,central,fossil_reduction,0.2089,0.08376189925470774,0.1639371206734348,0.06832580046654596,0.08072439090199425,0.17547458932527818
2027,gaussian,central,balanced_package,0.22445,0.026394518755846638,0.0743390873613742,0.10072098349374459,0.08072439090199425,0.17547458932527818
