year,dependence,scenario_family,lever,weak_alignment_probability,low_uptake_shortfall,renewable_shortfall,fossil_excess,emissions_excess,activity_excess
2030,student_t,central,fossil_reduction,0.20515,0.08391759453153048,0.16644231783683314,0.06881407563796375,0.08200534263059374,0.17422537598395654
2030,student_t,central,balanced_package,0.2202,0.026847474508393105,0.0757148541857368,0.10162970037069674,0.08200534263059374,0.17422537598395654
2030,student_t,central,delay_case,0.2226,0.10221348024737274,0.19588886533771394,0.21997322190167193,0.15258121746914666,0.17422537598395654
2026,student_t,conservative,none,0.0,0.18975400991041189,0.28015541466260274,0.36128553119944684,0.23206975471383015,0.2875555655358444
2026,student_t,conservative,uptake_push,0.66665,0.018341147534146316,0.28015541466260274,0.2642490692088802,0.23206975471383015,0.2875555655358444
2026,student_t,conservative,renewable_push,0.0,0.18975400991041189,0.05975837694718043,0.36128553119944684,0.14494868779082193,0.2875555655358444
2026,student_t,conservative,fossil_reduction,0.0,0.18975400991041189,0.28015541466260274,0.1814661298398972,0.12501150621865248,0.2875555655358444
2026,student_t,conservative,balanced_package,0.27115,0.051398791008001765,0.1136622883846991,0.2448924175291508,0.12501150621865248,0.2875555655358444
2026,student_t,conservative,delay_case,0.0,0.2227356933130368,0.33551475515314,0.4077570728498143,0.25985649109621145,0.2875555655358444
2027,student_t,conservative,none,0.0,0.19009994830408408,0.2787915147572002,0.362522406726383,0.23264615936611804,0.2875850111585424
2027,student_t,conservative,uptake_push,0.66755,0.018579073057114426,0.2787915147572002,0.26524195166158643,0.23264615936611804,0.2875850111585424
2027,student_t,conservative,renewable_push,0.0,0.19009994830408408,0.059608043381802304,0.362522406726383,0.14538115363427193,0.2875850111585424
2027,student_t,conservative,fossil_reduction,0.0,0.19009994830408408,0.2787915147572002,0.18236639958643172,0.12541825448188712,0.2875850111585424
2027,student_t,conservative,balanced_package,0.2686,0.05173890687850236,0.11313523167628202,0.2458849105938659,0.12541825448188712,0.2875850111585424
2027,student_t,conservative,delay_case,0.0,0.22304167225562732,0.3344236352288181,0.4087817761166511,0.260363727190225,0.2875850111585424
2028,student_t,conservative,none,0.0,0.19024790386975018,0.28005077884109625,0.36164624969481224,0.2321428985895538,0.28803934861847347
2028,student_t,conservative,uptake_push,0.6639,0.01867704463154478,0.28005077884109625,0.2645403681539143,0.2321428985895538,0.28803934861847347
2028,student_t,conservative,renewable_push,0.0,0.19024790386975018,0.05979263238521187,0.36164624969481224,0.1450625228156129,0.28803934861847347
2028,student_t,conservative,fossil_reduction,0.0,0.19024790386975018,0.28005077884109625,0.18179212050554197,0.12517250804646415,0.28803934861847347
2028,student_t,conservative,balanced_package,0.26855,0.05196840127848624,0.11379157786481142,0.24519828748630085,0.12517250804646415,0.28803934861847347
2028,student_t,conservative,delay_case,0.0,0.22315543849614322,0.3354310464959349,0.4080457028588173,0.25992085770684825,0.28803934861847347
2029,student_t,conservative,none,0.0,0.19071551899354477,0.2806924955201246,0.36336504816628207,0.23150869800399965,0.287662724041651
2029,student_t,conservative,uptake_push,0.6664,0.018641811798962165,0.2806924955201246,0.265956396508383,0.23150869800399965,0.287662724041651
2029,student_t,conservative,renewable_push,0.0,0.19071551899354477,0.0600665416939075,0.36336504816628207,0.14432322534769879,0.287662724041651
2029,student_t,conservative,fossil_reduction,0.0,0.19071551899354477,0.2806924955201246,0.18293063768054102,0.12447843499034654,0.287662724041651
2029,student_t,conservative,balanced_package,0.2684,0.052194530526074735,0.11428419351664677,0.24655553155454585,0.12447843499034654,0.287662724041651
2029,student_t,conservative,delay_case,0.0,0.2235423063579191,0.3359444198391576,0.40952562254719765,0.2593627611915607,0.287662724041651
2030,student_t,conservative,none,0.0,0.18929072421353108,0.278313682534309,0.3613480153513317,0.23287616838303452,0.2894947820161636
2030,student_t,conservative,uptake_push,0.6641,0.018389674082390582,0.278313682534309,0.26430011641787016,0.23287616838303452,0.2894947820161636
2030,student_t,conservative,renewable_push,0.0,0.18929072421353108,0.059137690517130526,0.3613480153513317,0.1454840496930142,0.2894947820161636
2030,student_t,conservative,fossil_reduction,0.0,0.18929072421353108,0.278313682534309,0.18155324967555278,0.12546786257047993,0.2894947820161636
2030,student_t,conservative,balanced_package,0.2629,0.05129737342610896,0.1125727616151496,0.2449529423761447,0.12546786257047993,0.2894947820161636
2030,student_t,conservative,delay_case,0.0,0.22235260445618404,0.33404136945050494,0.4078042104755272,0.2605661351251117,0.2894947820161636
2026,student_t,stress_tail,none,0.0,0.311502112455877,0.4570287569385562,0.5945745539272917,0.3809843981527939,0.4734822520017355
2026,student_t,stress_tail,uptake_push,0.2376,0.06986408085945754,0.4570287569385562,0.46355563728865706,0.3809843981527939,0.4734822520017355
2026,student_t,stress_tail,renewable_push,0.0,0.311502112455877,0.14200193300041264,0.5945745539272917,0.2709013773224995,0.4734822520017355
2026,student_t,stress_tail,fossil_reduction,0.0,0.311502112455877,0.4570287569385562,0.3493390659133847,0.24338062211492625,0.4734822520017355
2026,student_t,stress_tail,balanced_package,0.0,0.1346193468480933,0.2320095969827395,0.4364583539745919,0.24338062211492625,0.4734822520017355
2026,student_t,stress_tail,delay_case,0.0,0.323336266789224,0.47701342897390275,0.6111054796782008,0.3909013773224995,0.4734822520017355
2027,student_t,stress_tail,none,0.0,0.3114069963113021,0.45685143068742634,0.593910622301832,0.3816872386025056,0.4731343068693427
2027,student_t,stress_tail,uptake_push,0.2359,0.06979557574343481,0.45685143068742634,0.4629715304799825,0.3816872386025056,0.4731343068693427
2027,student_t,stress_tail,renewable_push,0.0,0.3114069963113021,0.1418866709371785,0.593910622301832,0.27151987691824625,0.4731343068693427
2027,student_t,stress_tail,fossil_reduction,0.0,0.3114069963113021,0.45685143068742634,0.3488495119781953,0.24397803649718117,0.4731343068693427
2027,student_t,stress_tail,balanced_package,0.0,0.13454733702528132,0.23187660229439216,0.4359024068768503,0.24397803649718117,0.4731343068693427
2027,student_t,stress_tail,delay_case,0.0,0.3232598375163738,0.476871567972999,0.6105163359991879,0.39151987691824597,0.4731343068693427
2028,student_t,stress_tail,none,0.0,0.3122399367685359,0.45772289944383576,0.5941743789490961,0.380881495902178,0.4739646586062324
2028,student_t,stress_tail,uptake_push,0.23485,0.07042702773496863,0.45772289944383576,0.4631816201378373,0.380881495902178,0.4739646586062324
2028,student_t,stress_tail,renewable_push,0.0,0.3122399367685359,0.14245312562884446,0.5941743789490961,0.27081082334195755,0.4739646586062324
2028,student_t,stress_tail,fossil_reduction,0.0,0.3122399367685359,0.45772289944383576,0.3490302723857138,0.24329315520190284,0.4739646586062324
2028,student_t,stress_tail,balanced_package,0.0,0.13521910414067875,0.23253020386169934,0.43610954294909915,0.24329315520190284,0.4739646586062324
2028,student_t,stress_tail,delay_case,0.0,0.3239497207683968,0.47756874297812646,0.6107366599038009,0.39081082334195766,0.4739646586062324
2029,student_t,stress_tail,none,0.0,0.312029490873443,0.45654717742041884,0.5944679551212424,0.3806367976567669,0.4736359542080298
2029,student_t,stress_tail,uptake_push,0.2344,0.07027397111531301,0.45654717742041884,0.46351351206439384,0.3806367976567669,0.4736359542080298
2029,student_t,stress_tail,renewable_push,0.0,0.312029490873443,0.14168890631362369,0.5944679551212424,0.27059548888599577,0.4736359542080298
2029,student_t,stress_tail,fossil_reduction,0.0,0.312029490873443,0.45654717742041884,0.3492927503720899,0.24308516169330333,0.4736359542080298
2029,student_t,stress_tail,balanced_package,0.0,0.1350424428164232,0.23164841234413647,0.4364013785526887,0.24308516169330333,0.4736359542080298
2029,student_t,stress_tail,delay_case,0.0,0.3237719506008545,0.4766281653593931,0.6110431743159975,0.3905954888859958,0.4736359542080298
2030,student_t,stress_tail,none,0.0,0.31156774424494077,0.45841287121642144,0.5933934195105872,0.38121037196625174,0.4732854650612326
2030,student_t,stress_tail,uptake_push,0.23555,0.06989640734484606,0.45841287121642144,0.46254511042080815,0.38121037196625174,0.4732854650612326
2030,student_t,stress_tail,renewable_push,0.0,0.31156774424494077,0.1429016072810251,0.5933934195105872,0.271100234278343,0.4732854650612326
2030,student_t,stress_tail,fossil_reduction,0.0,0.31156774424494077,0.45841287121642144,0.3484860239178509,0.24357269985636532,0.4732854650612326
2030,student_t,stress_tail,balanced_package,0.0,0.13465435137080545,0.23304768269113837,0.4354871985373843,0.24357269985636532,0.4732854650612326
2030,student_t,stress_tail,delay_case,0.0,0.32338166256093226,0.4781207203961951,0.6100752675201602,0.3911002342783428,0.4732854650612326
