year,dependence,scenario_family,lever,n_samples,mean_loss,p90_loss,cvar90_loss,p95_loss,cvar95_loss,weak_alignment_probability,fossil_persistence_probability,emissions_pressure_probability,activity_pressure_probability
2027,gaussian,conservative,fossil_reduction,20000,0.1699841904539057,0.23977669081241185,0.26344086722446775,0.2588698485473885,0.27848217225607014,0.0,0.98755,0.79515,1.0
2027,gaussian,conservative,balanced_package,20000,0.1708207598145063,0.27772312698231066,0.3043255573284447,0.3003977742164397,0.32011076845223935,0.27085,0.99835,0.79515,1.0
2027,gaussian,conservative,delay_case,20000,0.25719981653703006,0.3260627559625723,0.34904466198159695,0.3444667669112711,0.36378214794650743,0.0,1.0,1.0,1.0
2028,gaussian,conservative,none,20000,0.22727835404540855,0.3063552486318588,0.33273468683473173,0.3271299422751705,0.34972748923086533,0.0,1.0,1.0,1.0
2028,gaussian,conservative,uptake_push,20000,0.27317254107569977,0.36251471160381776,0.3852114248628876,0.38116383017390837,0.39882262002735175,0.66365,0.99885,1.0,1.0
2028,gaussian,conservative,renewable_push,20000,0.1770497809830749,0.2448101971989286,0.2682775750034316,0.2634461290639635,0.28332844553297226,0.0,1.0,0.83695,1.0
2028,gaussian,conservative,fossil_reduction,20000,0.16990827662554092,0.23970159848434602,0.26292155493066255,0.25785042925607,0.27800499145100027,0.0,0.988,0.79045,1.0
2028,gaussian,conservative,balanced_package,20000,0.17006284245234546,0.27761815336692913,0.3035223466130143,0.2997950072382555,0.31875328066842473,0.26585,0.998,0.79045,1.0
2028,gaussian,conservative,delay_case,20000,0.2571040919372454,0.32555855965763175,0.34848662293359123,0.34351101497674946,0.36318683754904785,0.0,1.0,1.0,1.0
2029,gaussian,conservative,none,20000,0.2267184397867618,0.30724676400740947,0.3330230202850181,0.32820930383593455,0.3491382177948235,0.0,1.0,1.0,1.0
2029,gaussian,conservative,uptake_push,20000,0.272447969639756,0.36272271719110805,0.38567370629425135,0.38138961251913805,0.3998416929575798,0.66295,0.99955,1.0,1.0
2029,gaussian,conservative,renewable_push,20000,0.1764549900533406,0.2454173284120055,0.26811634919654354,0.2633017424830067,0.28238463506172773,0.0,1.0,0.83845,1.0
2029,gaussian,conservative,fossil_reduction,20000,0.169388766188292,0.2404911139179609,0.2631347085284243,0.25877267234789625,0.2774261696296637,0.0,0.98915,0.7922,1.0
2029,gaussian,conservative,balanced_package,20000,0.17012828967946494,0.2775181388096518,0.3039573023344574,0.2999716726744524,0.3195826877689188,0.2702,0.99835,0.7922,1.0
2029,gaussian,conservative,delay_case,20000,0.25654470934127777,0.32658326727140186,0.3486012235782717,0.34423774612380914,0.36258165658297725,0.0,1.0,1.0,1.0
2030,gaussian,conservative,none,20000,0.22694587842843802,0.3071729564203817,0.3331790438504981,0.32758365666011235,0.34979492506084875,0.0,1.0,1.0,1.0
2030,gaussian,conservative,uptake_push,20000,0.27312474605377046,0.36386831168188977,0.3862278950775498,0.38220665765792305,0.39999533085258177,0.66515,0.99875,1.0,1.0
2030,gaussian,conservative,renewable_push,20000,0.17662668008454455,0.2460584413254261,0.26868812858082014,0.2639898005051672,0.2834067590499929,0.0,1.0,0.84525,1.0
2030,gaussian,conservative,fossil_reduction,20000,0.16949305344025906,0.23985042781572924,0.2631947998571111,0.2579793548822277,0.27789825494447734,0.0,0.9875,0.7979,1.0
