year,dependence,scenario_family,weight_scheme,threshold_mode,cvar_level,mean_loss,p_tail_loss,cvar_loss
2028,independent,central,equal,baseline,0.95,0.1635998392238,0.3649167775045246,0.4043618835828923
2028,independent,central,uptake_heavy,baseline,0.9,0.14017466629268205,0.25308670125234467,0.28806813741719994
2028,independent,central,uptake_heavy,baseline,0.95,0.14017466629268205,0.28086205239232137,0.31079025111969794
2028,independent,central,grid_emissions_heavy,baseline,0.9,0.15438716331739788,0.29690587779304783,0.3477191447973279
2028,independent,central,grid_emissions_heavy,baseline,0.95,0.15438716331739788,0.3387275280768049,0.37928697993558697
2028,independent,central,fossil_heavy,baseline,0.9,0.16147355365443528,0.2956412842536691,0.3506732362691266
2028,independent,central,fossil_heavy,baseline,0.95,0.16147355365443528,0.3395357258007572,0.3859638408276065
2028,independent,central,baseline,strict,0.9,0.21298813738731834,0.36172195275002217,0.4136429706467518
2028,independent,central,baseline,strict,0.95,0.21298813738731834,0.4035755048120227,0.44625773102968835
2028,independent,central,equal,strict,0.9,0.21632682626400293,0.37788894175444837,0.43273066962151713
2028,independent,central,equal,strict,0.95,0.21632682626400293,0.42229066427847495,0.4670646264156599
2028,independent,central,uptake_heavy,strict,0.9,0.20176495022679689,0.32782538211134377,0.3684665274022462
2028,independent,central,uptake_heavy,strict,0.95,0.20176495022679689,0.3596162075471273,0.39405108196138494
2028,independent,central,grid_emissions_heavy,strict,0.9,0.21410053771545864,0.3746185475549334,0.42959467727147493
2028,independent,central,grid_emissions_heavy,strict,0.95,0.21410053771545864,0.4209578906355529,0.4631514769023986
2028,independent,central,fossil_heavy,strict,0.9,0.21669485335383915,0.3638263108715155,0.4199236293963988
2028,independent,central,fossil_heavy,strict,0.95,0.21669485335383915,0.4082691675222497,0.4560295179717824
2029,independent,central,baseline,lenient,0.9,0.10438533649590581,0.24140504750847908,0.27995946098820057
2029,independent,central,baseline,lenient,0.95,0.10438533649590581,0.27355061740093045,0.3039019644040809
2029,independent,central,equal,lenient,0.9,0.11034774949251239,0.2637517464774927,0.30298978534901744
2029,independent,central,equal,lenient,0.95,0.11034774949251239,0.29588331574630516,0.3266105952029536
2029,independent,central,uptake_heavy,lenient,0.9,0.08901792286538143,0.18888138103809177,0.2185147623990642
2029,independent,central,uptake_heavy,lenient,0.95,0.08901792286538143,0.21244365282522423,0.23734997861402116
2029,independent,central,grid_emissions_heavy,lenient,0.9,0.10094116677127692,0.22459077627466384,0.2666942698374322
2029,independent,central,grid_emissions_heavy,lenient,0.95,0.10094116677127692,0.257637906139524,0.29356757148476587
2029,independent,central,fossil_heavy,lenient,0.9,0.09800973065557414,0.20447912577918756,0.25124014102822934
2029,independent,central,fossil_heavy,lenient,0.95,0.09800973065557414,0.23915275492491114,0.28307320620885773
2029,independent,central,baseline,baseline,0.9,0.1580324240477374,0.30284283561968106,0.35076739869592477
2029,independent,central,baseline,baseline,0.95,0.1580324240477374,0.3418014854792062,0.3807944958750163
2029,independent,central,equal,baseline,0.9,0.16343502312523084,0.32319296403001196,0.3726995205174209
2029,independent,central,equal,baseline,0.95,0.16343502312523084,0.36289147658243454,0.4037243908448051
2029,independent,central,uptake_heavy,baseline,0.9,0.13973885339912823,0.25011465864665067,0.2876158062508582
2029,independent,central,uptake_heavy,baseline,0.95,0.13973885339912823,0.2799369405115957,0.31067324195821094
2029,independent,central,grid_emissions_heavy,baseline,0.9,0.15431623613116366,0.2967286258716546,0.3469368334538893
2029,independent,central,grid_emissions_heavy,baseline,0.95,0.15431623613116366,0.33716618804704795,0.3788297776512904
2029,independent,central,fossil_heavy,baseline,0.9,0.1609349994511698,0.2942791641227667,0.3492374074070358
2029,independent,central,fossil_heavy,baseline,0.95,0.1609349994511698,0.3377095266741678,0.38472925266944
2029,independent,central,baseline,strict,0.9,0.21238356783591708,0.3605756057668504,0.41247509046556674
2029,independent,central,baseline,strict,0.95,0.21238356783591708,0.401609412066866,0.4452083187905373
2029,independent,central,equal,strict,0.9,0.21572848757448718,0.37708708151914994,0.43127234479775767
2029,independent,central,equal,strict,0.95,0.21572848757448718,0.419123766579752,0.4660788918582731
2029,independent,central,uptake_heavy,strict,0.9,0.20086829727409988,0.32495427866789106,0.3665560556605801
2029,independent,central,uptake_heavy,strict,0.95,0.20086829727409988,0.3577166612112403,0.39291989168847324
2029,independent,central,grid_emissions_heavy,strict,0.9,0.21374847863152963,0.37268522102693324,0.42748638330442246
2029,independent,central,grid_emissions_heavy,strict,0.95,0.21374847863152963,0.4178884713387091,0.4619278018248717
2029,independent,central,fossil_heavy,strict,0.9,0.215742890036679,0.3626936681062605,0.41841407388023266
2029,independent,central,fossil_heavy,strict,0.95,0.215742890036679,0.40719299391086233,0.45434293707569445
2030,independent,central,baseline,lenient,0.9,0.10497305553047649,0.24352751017171453,0.2830582995983373
2030,independent,central,baseline,lenient,0.95,0.10497305553047649,0.2747391508001116,0.3077056443936338
