source_workbook,sheet,geography,period_type,period,fuel_type,fuel_group,generation_gwh,is_estimate
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2015-16,large-scale solar pv,renewable,399.511,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2016-17,large-scale solar pv,renewable,567.558,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2017-18,large-scale solar pv,renewable,699.96,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2018-19,large-scale solar pv,renewable,1348.238,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2019-20,large-scale solar pv,renewable,2084.569,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2020-21,large-scale solar pv,renewable,3368.02,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2021-22,large-scale solar pv,renewable,5014.413,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2022-23,large-scale solar pv,renewable,5770.351,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2023-24,large-scale solar pv,renewable,7529.167,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2024-25,large-scale solar pv,renewable,8243.058,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2008-09,small-scale solar pv,renewable,36.3,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2009-10,small-scale solar pv,renewable,119.2,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2010-11,small-scale solar pv,renewable,526.3,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2011-12,small-scale solar pv,renewable,657.7,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2012-13,small-scale solar pv,renewable,857.6,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2013-14,small-scale solar pv,renewable,964.898,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2014-15,small-scale solar pv,renewable,1211.187,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2015-16,small-scale solar pv,renewable,1461.945,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2016-17,small-scale solar pv,renewable,1706.84,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2017-18,small-scale solar pv,renewable,2095.805,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2018-19,small-scale solar pv,renewable,2717.095,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2019-20,small-scale solar pv,renewable,3417.322,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2020-21,small-scale solar pv,renewable,4892.915,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2021-22,small-scale solar pv,renewable,6201.341,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2022-23,small-scale solar pv,renewable,7555.163,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2023-24,small-scale solar pv,renewable,8824.316,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2024-25,small-scale solar pv,renewable,10166.727,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2008-09,total renewable,subtotal_renewable,2249.277,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2009-10,total renewable,subtotal_renewable,3922.326,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2010-11,total renewable,subtotal_renewable,4144.569,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2011-12,total renewable,subtotal_renewable,4624.525,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2012-13,total renewable,subtotal_renewable,5827.089,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2013-14,total renewable,subtotal_renewable,5478.144,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2014-15,total renewable,subtotal_renewable,5441.551,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2015-16,total renewable,subtotal_renewable,7976.784,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2016-17,total renewable,subtotal_renewable,8539.75,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2017-18,total renewable,subtotal_renewable,9332.271,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2018-19,total renewable,subtotal_renewable,11142.976,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2019-20,total renewable,subtotal_renewable,13289.838,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2020-21,total renewable,subtotal_renewable,17128.232,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2021-22,total renewable,subtotal_renewable,21471.578,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2022-23,total renewable,subtotal_renewable,24280.866,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2023-24,total renewable,subtotal_renewable,26435.142,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2024-25,total renewable,subtotal_renewable,29990.965,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2008-09,total,total,72369.377,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2009-10,total,total,73007.826,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2010-11,total,total,69680.869,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2011-12,total,total,69332.425,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2012-13,total,total,67985.289,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2013-14,total,total,66996.639,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2014-15,total,total,62816.441,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2015-16,total,total,68229.377,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2016-17,total,total,68159.247,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2017-18,total,total,69724.621,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2018-19,total,total,71560.795,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2019-20,total,total,70064.736,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2020-21,total,total,70162.827,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2021-22,total,total,72099.159,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2022-23,total,total,72770.754,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2023-24,total,total,74071.235,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2024-25,total,total,76669.996,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2015,black coal,non_renewable,111654.64,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2016,black coal,non_renewable,115365.652,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2017,black coal,non_renewable,120892.005,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2018,black coal,non_renewable,120594.135,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2019,black coal,non_renewable,116618.694,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2020,black coal,non_renewable,108740.854,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2021,black coal,non_renewable,103756.397,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2022,black coal,non_renewable,97319.206,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2023,black coal,non_renewable,94190.821,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2024,black coal,non_renewable,96150.91,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2025,black coal,non_renewable,92732.719,true
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2015,brown coal,non_renewable,50547.866,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2016,brown coal,non_renewable,46990.855,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2017,brown coal,non_renewable,38276.668,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2018,brown coal,non_renewable,35961.409,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2019,brown coal,non_renewable,33221.917,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2020,brown coal,non_renewable,34194.094,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2021,brown coal,non_renewable,33471.028,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2022,brown coal,non_renewable,31921.205,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2023,brown coal,non_renewable,31646.619,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2024,brown coal,non_renewable,31408.312,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2025,brown coal,non_renewable,29623.274,true
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2015,natural gas,non_renewable,49705.56,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2016,natural gas,non_renewable,48110.499,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2017,natural gas,non_renewable,55087.772,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2018,natural gas,non_renewable,51464.722,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2019,natural gas,non_renewable,55710.585,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2020,natural gas,non_renewable,53053.288,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2021,natural gas,non_renewable,47128.969,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2022,natural gas,non_renewable,51239.7,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2023,natural gas,non_renewable,46863.659,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2024,natural gas,non_renewable,48975.993,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2025,natural gas,non_renewable,46336.647,true
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2015,oil products,non_renewable,6162.17,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2016,oil products,non_renewable,5718.235,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2017,oil products,non_renewable,5272.836,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2018,oil products,non_renewable,4901.194,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2019,oil products,non_renewable,4727.208,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2020,oil products,non_renewable,4505.414,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2021,oil products,non_renewable,4682.095,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2022,oil products,non_renewable,4778.259,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2023,oil products,non_renewable,4825.719,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2024,oil products,non_renewable,4848.427,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2025,oil products,non_renewable,4784.621,true
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2015,total non-renewable,subtotal_non_renewable,218070.235,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2016,total non-renewable,subtotal_non_renewable,216185.241,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2017,total non-renewable,subtotal_non_renewable,219529.281,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2018,total non-renewable,subtotal_non_renewable,212921.46,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2019,total non-renewable,subtotal_non_renewable,210278.405,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2020,total non-renewable,subtotal_non_renewable,200493.65,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2021,total non-renewable,subtotal_non_renewable,189038.49,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2022,total non-renewable,subtotal_non_renewable,185258.37,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2023,total non-renewable,subtotal_non_renewable,177526.817,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2024,total non-renewable,subtotal_non_renewable,181383.643,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2025,total non-renewable,subtotal_non_renewable,173477.261,true
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2015,biomass,renewable,3677.636,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2016,biomass,renewable,3627.154,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2017,biomass,renewable,3561.433,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2018,biomass,renewable,3588.149,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2019,biomass,renewable,3467.726,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2020,biomass,renewable,3410.424,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2021,biomass,renewable,3373.074,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2022,biomass,renewable,3246.654,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2023,biomass,renewable,3277.94,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2024,biomass,renewable,3451.233,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2025,biomass,renewable,3347.873,true
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2015,wind,renewable,11833.002,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2016,wind,renewable,13039.705,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2017,wind,renewable,13210.79,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2018,wind,renewable,16261.954,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2019,wind,renewable,19471.688,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2020,wind,renewable,22606.892,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2021,wind,renewable,26829.691,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2022,wind,renewable,30124.987,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2023,wind,renewable,31896.966,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2024,wind,renewable,33261.459,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2025,wind,renewable,40246.976,true
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2015,hydro,renewable,14207.598,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2016,hydro,renewable,17926.452,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2017,hydro,renewable,13747.748,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2018,hydro,renewable,17528.361,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2019,hydro,renewable,14385.806,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2020,hydro,renewable,14806.581,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2021,hydro,renewable,16436.015,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2022,hydro,renewable,17421.004,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2023,hydro,renewable,16003.836,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2024,hydro,renewable,14159.649,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2025,hydro,renewable,13483.996,true
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2015,large-scale solar pv,renewable,283.51,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2016,large-scale solar pv,renewable,593.913,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2017,large-scale solar pv,renewable,838.93,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2018,large-scale solar pv,renewable,2402.161,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2019,large-scale solar pv,renewable,5964.583,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2020,large-scale solar pv,renewable,8125.259,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2021,large-scale solar pv,renewable,10632.367,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2022,large-scale solar pv,renewable,13432.076,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2023,large-scale solar pv,renewable,17028.649,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2024,large-scale solar pv,renewable,18676.348,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2025,large-scale solar pv,renewable,21366.266,true
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2015,small-scale solar pv,renewable,5912.014,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2016,small-scale solar pv,renewable,6845.862,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2017,small-scale solar pv,renewable,8078.627,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2018,small-scale solar pv,renewable,9929.921,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2019,small-scale solar pv,renewable,12331.992,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2020,small-scale solar pv,renewable,15719.282,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2021,small-scale solar pv,renewable,19923.254,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2022,small-scale solar pv,renewable,23592.196,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2023,small-scale solar pv,renewable,27384.693,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2024,small-scale solar pv,renewable,31378.673,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2025,small-scale solar pv,renewable,34843.854,true
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2015,geothermal,renewable,0.426,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2016,geothermal,renewable,0.358,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2017,geothermal,renewable,0.251,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2015,total renewable,subtotal_renewable,35914.187,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2016,total renewable,subtotal_renewable,42033.446,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2017,total renewable,subtotal_renewable,39437.778,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2018,total renewable,subtotal_renewable,49710.546,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2019,total renewable,subtotal_renewable,55621.795,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2020,total renewable,subtotal_renewable,64668.439,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2021,total renewable,subtotal_renewable,77194.4,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2022,total renewable,subtotal_renewable,87816.918,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2023,total renewable,subtotal_renewable,95592.085,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2024,total renewable,subtotal_renewable,100927.361,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2025,total renewable,subtotal_renewable,113288.966,true
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2015,total,total,253984.422,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2016,total,total,258218.686,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2017,total,total,258967.059,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2018,total,total,262632.006,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2019,total,total,265900.199,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2020,total,total,265162.088,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2021,total,total,266232.89,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2022,total,total,273075.288,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2023,total,total,273118.901,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2024,total,total,282311.004,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS CY,AUS,calendar_year,2025,total,total,286766.227,true
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2015,black coal,non_renewable,54528.233,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2016,black coal,non_renewable,54111.037,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2017,black coal,non_renewable,57461.861,false
